Age,Gender,Salary,JobRole,JobSatisfaction,WorkLifeBalance,YearsAtCompany,Overtime,DistanceFromHome,EducationLevel,PerformanceRating,MaritalStatus,Attrition
44,Male,65477,Engineer,5,1,5,Yes,6,1,3,Married,Yes
40,Male,57222,Manager,2,3,6,Yes,33,5,4,Married,Yes
52,Male,43320,Technician,2,3,22,No,28,5,4,Single,No
26,Female,119154,Engineer,2,4,20,No,1,3,1,Divorced,Yes
40,Female,77243,Technician,3,4,16,No,35,4,2,Divorced,No
55,Male,70615,Sales,4,1,26,No,24,4,2,Divorced,No
31,Male,42352,Technician,4,4,8,No,6,1,4,Divorced,No
46,Female,97833,Manager,2,3,21,Yes,7,4,1,Single,Yes
23,Female,118476,Sales,3,2,12,No,9,2,4,Single,No
32,Female,28203,Engineer,2,1,8,Yes,37,2,3,Divorced,Yes
52,Male,64267,Engineer,4,1,26,Yes,16,2,1,Married,Yes
36,Female,62941,Manager,5,3,15,No,34,3,1,Single,No
30,Male,107809,HR,3,2,3,No,35,2,1,Married,No
44,Male,50368,HR,3,4,1,Yes,35,2,3,Married,Yes
40,Female,102186,Engineer,2,4,12,Yes,20,5,1,Married,Yes
30,Male,55984,Manager,5,2,12,Yes,23,3,4,Divorced,Yes
56,Female,66941,HR,4,2,18,No,35,2,3,Single,No
42,Male,97918,Technician,1,3,11,No,23,1,2,Divorced,No
30,Female,77683,Engineer,4,4,3,No,4,2,4,Married,No
49,Male,25801,Technician,4,3,9,No,10,3,4,Divorced,No
28,Male,72965,Manager,5,4,15,Yes,11,4,4,Married,No
37,Female,110269,Technician,3,4,27,No,9,5,3,Divorced,No
37,Female,34969,HR,4,2,23,Yes,12,5,4,Divorced,Yes
54,Female,60969,HR,3,3,18,No,17,3,3,Single,No
25,Female,107269,Sales,5,2,7,No,32,2,1,Single,No
25,Male,57449,Engineer,5,3,5,No,23,1,2,Married,No
38,Female,116679,Manager,2,4,3,Yes,15,2,1,Married,Yes
58,Female,50705,Engineer,1,1,29,Yes,28,2,4,Married,Yes
50,Male,85303,Technician,5,1,6,No,38,1,3,Divorced,No
57,Female,53363,Manager,5,3,13,Yes,5,5,3,Married,No
59,Female,55720,Manager,3,3,26,Yes,18,2,1,Single,No
58,Male,34972,HR,5,2,12,No,21,4,4,Married,No
56,Female,58351,Technician,4,4,20,No,15,4,2,Married,No
28,Female,61145,HR,2,1,4,Yes,3,3,3,Divorced,Yes
48,Female,112948,HR,2,2,8,No,26,3,3,Single,Yes
49,Female,114614,Sales,4,3,28,Yes,15,1,4,Married,No
43,Female,113116,HR,5,4,2,Yes,20,1,3,Single,No
35,Female,81235,Engineer,1,2,9,No,21,3,4,Married,Yes
28,Male,39855,Manager,5,2,14,Yes,26,2,4,Single,Yes
58,Female,61169,HR,2,3,19,No,23,5,2,Married,No
43,Male,71404,Engineer,1,4,20,Yes,25,4,4,Married,Yes
26,Male,44569,Technician,3,1,16,Yes,4,1,1,Divorced,Yes
23,Male,79437,Manager,3,2,22,Yes,10,3,2,Divorced,Yes
48,Male,73506,Technician,5,3,23,Yes,22,4,4,Single,No
42,Female,50738,Engineer,5,2,5,Yes,3,1,4,Single,Yes
59,Female,31772,Technician,1,3,24,Yes,19,1,2,Single,Yes
36,Female,115410,Technician,1,3,2,No,31,2,3,Single,No
42,Male,44731,Technician,5,3,17,Yes,9,1,2,Divorced,No
31,Female,35131,HR,2,4,4,Yes,29,5,3,Single,Yes
44,Female,91324,HR,3,1,12,Yes,37,1,2,Married,Yes
26,Female,79097,HR,1,4,24,No,7,5,2,Married,No
22,Male,106720,Manager,2,1,26,Yes,38,2,1,Married,Yes
34,Male,27889,Engineer,5,3,0,Yes,24,5,2,Divorced,Yes
42,Female,34569,HR,4,1,16,Yes,8,4,1,Single,Yes
47,Male,112193,Technician,1,4,25,No,34,1,4,Married,No
42,Male,100677,Technician,4,2,2,No,26,3,3,Married,No
39,Female,110192,Technician,2,4,25,No,28,3,3,Divorced,No
58,Male,112154,Technician,3,4,18,Yes,28,5,1,Divorced,No
53,Male,102470,Sales,2,4,20,Yes,7,2,3,Divorced,Yes
57,Female,113822,Manager,3,4,19,Yes,3,5,3,Married,No
38,Male,32612,Engineer,2,4,21,No,22,5,2,Divorced,No
56,Male,76644,Engineer,1,1,11,Yes,38,5,1,Married,Yes
32,Male,57069,HR,1,1,7,No,18,4,3,Single,Yes
42,Male,106741,Sales,4,2,7,No,12,4,4,Married,No
47,Male,52331,Engineer,2,4,14,Yes,31,5,1,Single,Yes
25,Male,80897,Manager,2,4,10,Yes,39,2,2,Married,Yes
55,Male,38934,Technician,4,2,19,No,5,1,4,Single,No
39,Male,35095,HR,5,2,0,Yes,29,3,3,Married,Yes
56,Female,116494,Manager,2,3,28,No,36,4,3,Married,No
50,Female,43706,Engineer,2,2,15,No,14,1,1,Married,Yes
50,Female,68516,Sales,2,2,29,Yes,18,4,3,Married,Yes
59,Female,59629,HR,5,2,13,Yes,7,4,1,Divorced,Yes
42,Male,71910,Engineer,1,3,6,Yes,23,4,3,Married,Yes
34,Female,113540,HR,4,1,5,Yes,33,5,4,Married,Yes
38,Female,45431,Engineer,5,3,20,Yes,16,5,2,Divorced,No
30,Male,81733,Technician,3,1,3,Yes,37,4,4,Divorced,Yes
22,Male,65088,Sales,3,2,21,Yes,25,4,2,Divorced,No
23,Male,69135,Technician,5,3,7,No,9,3,1,Divorced,No
50,Male,63015,Engineer,5,3,21,Yes,28,1,3,Divorced,No
54,Male,56385,Manager,1,1,18,Yes,9,1,4,Divorced,Yes
31,Female,95199,Technician,3,3,24,Yes,12,2,3,Divorced,No
42,Male,63677,Manager,4,3,2,Yes,18,2,1,Divorced,Yes
49,Female,37818,Engineer,2,4,3,No,27,2,2,Divorced,No
32,Female,113222,Sales,2,1,12,Yes,26,5,4,Divorced,Yes
55,Male,88001,Manager,1,3,20,No,26,5,2,Divorced,No
29,Female,48977,Engineer,1,3,26,No,10,3,2,Single,No
43,Female,74832,Manager,3,2,1,No,17,5,1,Married,Yes
29,Male,65931,Technician,4,4,10,No,32,2,2,Married,No
36,Female,108990,Engineer,4,4,15,No,24,4,1,Divorced,No
38,Female,103894,Technician,5,2,9,Yes,8,2,2,Divorced,Yes
44,Female,97204,HR,1,2,14,No,30,3,2,Single,Yes
45,Male,70784,Engineer,2,2,26,No,26,4,4,Divorced,Yes
40,Male,34921,Manager,2,2,9,Yes,24,5,1,Single,Yes
26,Male,59959,HR,3,4,1,No,27,4,3,Married,No
53,Female,57328,Technician,2,3,5,Yes,15,3,3,Married,Yes
22,Male,33859,Technician,4,3,13,Yes,28,5,3,Divorced,No
44,Female,114506,Manager,4,2,1,Yes,11,1,4,Single,Yes
58,Male,99408,HR,1,1,9,Yes,39,2,4,Single,Yes
29,Female,109766,Sales,3,2,16,No,2,2,2,Married,No
34,Male,51708,Manager,2,3,7,No,9,3,2,Married,No
29,Male,43847,Technician,1,1,25,No,23,3,3,Single,Yes
44,Female,80989,Engineer,5,2,15,Yes,33,2,2,Single,No
22,Male,117641,HR,5,1,13,Yes,19,4,2,Married,Yes
45,Female,29922,Sales,2,2,9,Yes,13,1,4,Single,Yes
56,Male,94928,Engineer,2,4,12,No,14,1,3,Married,No
45,Male,77335,HR,2,3,0,Yes,32,3,1,Single,Yes
38,Female,38541,Manager,4,2,9,No,22,3,3,Divorced,No
26,Female,44551,Manager,2,1,29,No,20,4,4,Married,Yes
41,Female,44381,HR,5,3,21,Yes,33,3,3,Single,No
42,Male,80673,Sales,2,2,11,Yes,5,1,1,Married,Yes
52,Female,47948,HR,3,2,29,Yes,20,2,2,Single,Yes
57,Male,117264,Engineer,5,2,16,Yes,14,1,3,Divorced,Yes
32,Female,84072,Engineer,3,2,23,Yes,27,4,4,Divorced,No
36,Female,92560,Manager,5,4,13,No,26,2,4,Divorced,No
40,Female,107249,HR,1,3,4,No,32,2,3,Married,No
28,Female,27486,Manager,5,4,18,Yes,30,1,2,Divorced,No
49,Female,91691,Sales,5,3,4,Yes,27,2,2,Married,No
26,Female,35082,Engineer,3,2,14,Yes,26,2,4,Divorced,Yes
26,Male,109105,Technician,3,3,12,No,18,3,4,Married,No
51,Female,32086,Technician,5,1,16,No,23,2,1,Divorced,Yes
53,Male,92853,HR,5,3,0,No,24,4,2,Single,No
29,Female,95027,HR,4,1,27,No,4,2,3,Single,No
31,Female,40916,Technician,1,1,13,Yes,3,3,4,Married,Yes
59,Female,40248,HR,1,4,3,No,30,5,4,Divorced,No
53,Male,93047,Engineer,2,3,24,No,16,5,4,Divorced,No
49,Male,49226,Sales,5,2,29,Yes,7,4,4,Single,Yes
38,Female,50025,Sales,5,3,8,Yes,39,4,2,Divorced,No
52,Male,73380,Manager,5,4,16,No,22,2,4,Divorced,No
29,Female,32848,Engineer,5,1,2,Yes,31,2,2,Married,Yes
46,Female,39274,HR,1,1,12,Yes,13,5,1,Single,Yes
30,Male,79545,HR,3,4,11,Yes,29,5,1,Divorced,No
23,Male,60233,Manager,4,4,15,No,28,1,3,Divorced,No
36,Male,41304,Manager,3,3,3,No,19,5,4,Married,No
24,Male,36294,HR,3,1,17,Yes,23,5,3,Married,Yes
57,Female,51425,HR,1,4,22,Yes,8,4,2,Married,Yes
25,Male,93711,Engineer,4,3,2,No,25,1,3,Married,No
35,Male,118311,Manager,5,3,16,No,38,1,3,Divorced,No
46,Female,34425,Engineer,1,2,0,Yes,38,2,4,Divorced,Yes
31,Male,116549,HR,1,1,18,Yes,35,2,2,Divorced,Yes
42,Male,118464,Technician,4,3,21,No,26,1,2,Married,No
57,Male,69990,Technician,2,4,3,Yes,3,1,4,Divorced,Yes
33,Male,98746,HR,1,1,16,No,2,2,2,Single,Yes
48,Female,93295,Manager,3,4,6,Yes,5,4,1,Single,Yes
23,Female,41091,Technician,3,4,1,No,20,4,4,Divorced,No
34,Male,25002,Manager,5,3,11,Yes,12,4,4,Married,No
53,Male,75411,Technician,1,3,4,No,38,4,4,Single,No
52,Female,65958,Manager,5,2,15,Yes,16,2,1,Divorced,Yes
37,Male,45707,Technician,1,4,7,Yes,37,3,2,Single,Yes
53,Male,40248,Manager,4,3,22,Yes,38,5,1,Single,Yes
53,Male,96309,Engineer,1,2,26,Yes,36,5,1,Single,Yes
55,Male,103322,Manager,2,1,27,No,29,5,1,Single,Yes
32,Male,76720,Engineer,3,2,7,Yes,35,5,3,Divorced,Yes
31,Male,40037,Engineer,4,2,12,No,37,2,2,Single,No
36,Male,92421,HR,3,4,25,No,21,3,2,Divorced,No
38,Male,106867,Engineer,5,1,13,Yes,21,2,4,Single,No
39,Male,65612,Sales,4,4,10,No,28,3,4,Single,No
30,Female,113031,Engineer,2,4,5,Yes,6,2,3,Single,Yes
46,Female,38450,Manager,3,2,15,No,20,1,1,Divorced,Yes
35,Female,34491,Engineer,1,2,22,Yes,36,3,4,Single,Yes
46,Male,99804,Manager,1,3,24,Yes,13,5,2,Single,Yes
43,Male,118293,Manager,1,2,21,No,11,3,4,Married,Yes
51,Female,31791,Sales,4,3,24,No,24,4,1,Single,No
41,Male,53314,Engineer,2,4,14,Yes,19,3,3,Married,Yes
42,Female,76883,Engineer,2,2,15,No,23,4,1,Divorced,Yes
53,Male,119119,Technician,2,1,12,Yes,31,4,4,Single,Yes
42,Female,112086,Technician,3,1,11,Yes,37,1,3,Single,Yes
56,Female,90629,HR,4,4,17,No,37,3,3,Married,No
53,Female,34967,Manager,1,4,28,Yes,3,1,1,Married,Yes
51,Male,106754,Sales,3,2,17,No,34,5,4,Single,No
33,Female,68220,Technician,2,3,13,Yes,29,3,1,Divorced,Yes
39,Male,99163,Engineer,1,2,1,Yes,3,2,4,Married,Yes
42,Male,29947,HR,4,3,21,Yes,15,2,4,Single,No
34,Male,64419,Sales,5,2,1,No,7,2,2,Married,Yes
42,Male,81131,Engineer,2,1,2,Yes,3,4,3,Divorced,Yes
29,Male,113714,Engineer,2,1,28,Yes,16,2,4,Married,Yes
28,Male,53876,Manager,2,3,23,No,34,5,1,Single,Yes
44,Male,113444,Manager,2,2,7,Yes,20,3,1,Married,Yes
53,Female,44971,Technician,1,4,10,No,39,3,2,Divorced,No
32,Female,87539,Technician,4,3,11,No,33,4,2,Single,No
43,Female,74228,Engineer,3,1,3,No,14,4,2,Single,No
43,Male,99495,Engineer,1,3,8,Yes,35,4,3,Single,Yes
46,Male,53261,Technician,4,2,23,No,11,5,2,Single,No
43,Male,86260,Technician,3,4,16,Yes,20,3,3,Divorced,No
49,Male,106371,Engineer,2,4,23,No,30,1,2,Single,No
50,Female,109793,Sales,4,3,15,Yes,28,4,3,Divorced,No
34,Male,28346,Engineer,2,2,16,No,15,2,4,Divorced,Yes
39,Female,81176,Sales,4,2,14,No,38,1,2,Married,No
23,Male,77300,Sales,5,4,19,No,13,1,3,Married,No
50,Female,36340,Engineer,2,1,25,Yes,35,4,4,Single,Yes
42,Male,58012,HR,2,2,21,No,24,2,2,Single,Yes
36,Female,60393,Technician,2,4,6,Yes,1,4,4,Divorced,Yes
48,Male,100133,Manager,1,4,9,Yes,24,4,2,Married,Yes
52,Female,50557,Engineer,3,2,28,Yes,27,2,1,Single,Yes
36,Male,89204,Sales,2,2,3,Yes,18,1,3,Single,Yes
44,Female,98273,Engineer,2,3,23,Yes,26,1,1,Divorced,Yes
45,Female,42276,Technician,1,1,23,Yes,29,2,3,Married,Yes
34,Male,79639,Sales,1,3,13,No,8,1,1,Single,Yes
43,Female,32310,Manager,5,3,13,No,26,5,2,Single,No
58,Male,60167,Manager,4,4,13,Yes,5,4,1,Single,No
54,Male,109880,Manager,2,4,24,Yes,33,5,2,Single,Yes
24,Male,35391,HR,4,1,13,No,5,5,3,Single,No
40,Female,75621,Sales,1,3,21,No,36,5,2,Single,No
44,Female,35892,Sales,1,3,19,Yes,13,3,1,Married,Yes
50,Male,101733,HR,5,4,17,No,17,3,4,Divorced,No
51,Male,103586,Sales,3,4,14,Yes,13,5,3,Divorced,No
46,Female,61142,HR,1,2,22,No,25,4,4,Divorced,Yes
58,Female,70679,Engineer,2,3,25,No,2,5,4,Single,No
29,Female,66615,Technician,5,1,18,No,24,5,4,Divorced,No
37,Male,72553,Manager,3,3,26,No,36,3,4,Married,No
29,Male,104071,HR,5,4,12,No,25,5,4,Single,No
22,Male,66002,HR,1,2,11,Yes,34,4,1,Married,Yes
26,Male,95658,HR,3,3,18,Yes,12,4,2,Single,No
24,Male,34852,Engineer,4,1,18,No,19,5,2,Single,No
22,Female,30387,HR,3,4,19,Yes,30,4,4,Divorced,No
25,Male,64994,Technician,2,2,1,Yes,37,5,1,Married,Yes
56,Female,58725,Technician,4,3,28,No,1,3,4,Divorced,No
53,Female,97682,Manager,4,1,28,Yes,3,5,4,Single,Yes
55,Male,25560,Engineer,2,4,20,Yes,26,1,3,Married,Yes
46,Female,81565,Technician,4,1,2,No,15,3,1,Married,Yes
31,Male,26312,Sales,1,3,9,Yes,28,4,4,Single,Yes
42,Female,43205,Sales,3,4,4,No,4,4,2,Divorced,No
48,Male,36595,Sales,3,3,11,No,19,3,3,Single,No
48,Male,112566,HR,2,2,28,Yes,24,1,4,Married,Yes
23,Female,46329,HR,1,3,6,No,6,3,4,Married,No
34,Male,93187,Sales,4,2,8,Yes,16,2,4,Married,Yes
30,Female,100542,Manager,3,3,1,Yes,32,1,1,Single,Yes
57,Male,60645,Manager,3,1,24,No,30,3,4,Married,No
43,Male,112502,HR,3,1,9,Yes,35,2,2,Married,Yes
47,Male,118382,Sales,3,4,5,Yes,8,5,3,Divorced,No
33,Female,112310,Manager,5,1,11,Yes,5,1,1,Divorced,Yes
38,Female,94619,HR,2,1,5,Yes,37,5,3,Married,Yes
35,Male,58513,Sales,4,2,26,Yes,12,2,2,Divorced,Yes
35,Female,33749,Engineer,4,1,2,Yes,25,4,4,Single,Yes
55,Male,55783,Sales,2,2,29,Yes,33,4,1,Divorced,Yes
41,Female,85645,Sales,1,2,9,No,39,4,4,Divorced,Yes
32,Female,107861,Technician,2,2,28,Yes,24,5,1,Divorced,Yes
37,Male,78175,Technician,3,3,8,No,11,1,4,Divorced,No
52,Male,109216,Engineer,3,2,19,No,35,5,2,Single,No
27,Male,87709,Engineer,2,3,4,Yes,1,5,2,Divorced,Yes
40,Male,42323,Sales,2,2,2,No,8,4,4,Married,Yes
58,Male,75762,Manager,4,3,4,No,23,5,2,Divorced,No
25,Female,113220,Engineer,4,4,7,No,20,2,4,Divorced,No
25,Female,89222,Sales,5,4,7,Yes,32,3,1,Married,No
41,Male,59493,HR,5,3,13,No,11,3,2,Single,No
31,Male,83328,Technician,3,4,23,No,7,3,1,Married,No
45,Male,37213,Manager,5,1,21,No,30,4,4,Married,No
56,Female,71930,Sales,5,2,16,No,39,4,1,Married,Yes
47,Male,52713,HR,1,3,10,No,13,3,3,Married,No
58,Male,97723,Technician,2,4,25,No,3,1,4,Divorced,No
59,Female,57583,HR,4,4,15,Yes,7,3,2,Divorced,No
42,Female,104944,Sales,5,1,27,No,13,5,2,Divorced,No
42,Female,47369,Engineer,4,2,5,No,37,3,3,Divorced,No
31,Female,72928,Technician,5,1,27,Yes,25,3,4,Single,Yes
59,Male,93950,HR,5,3,10,Yes,23,1,4,Divorced,No
25,Female,44510,Engineer,3,4,9,No,33,4,4,Divorced,No
41,Female,37120,Manager,1,4,22,No,5,4,4,Single,No
38,Male,30295,Sales,2,4,29,Yes,32,5,1,Married,Yes
28,Male,45460,Sales,2,1,8,No,30,3,4,Divorced,Yes
25,Male,39963,Technician,3,1,27,No,31,2,1,Divorced,Yes
50,Female,102116,HR,3,2,23,Yes,13,5,1,Married,Yes
35,Male,112822,Manager,2,3,26,No,5,4,2,Divorced,No
24,Female,52328,Technician,2,2,27,Yes,23,1,4,Married,Yes
45,Female,109629,Technician,1,2,23,No,1,4,1,Married,Yes
58,Female,46605,HR,5,4,14,No,10,4,4,Married,No
37,Male,69813,Manager,1,1,6,Yes,27,1,3,Divorced,Yes
25,Female,71371,HR,2,3,17,Yes,8,3,1,Married,Yes
45,Male,72598,Sales,5,2,0,No,3,3,2,Divorced,Yes
55,Male,85776,Engineer,2,3,14,No,19,4,4,Single,No
51,Male,97258,Sales,1,4,1,No,2,5,2,Married,Yes
39,Female,65969,Sales,1,2,21,Yes,31,2,1,Divorced,Yes
40,Female,61912,Technician,1,1,28,Yes,10,5,1,Married,Yes
52,Female,63374,Sales,5,2,1,Yes,16,5,2,Divorced,Yes
40,Male,97302,Manager,4,4,9,Yes,37,4,4,Divorced,No
40,Female,87784,Sales,4,2,19,Yes,20,4,1,Single,Yes
43,Female,74882,Manager,2,4,14,Yes,3,2,3,Married,Yes
45,Female,40928,HR,5,2,9,No,35,2,2,Divorced,No
33,Female,46274,Technician,3,3,18,Yes,34,2,1,Single,Yes
51,Female,59416,Manager,4,1,21,Yes,21,4,4,Divorced,No
59,Male,111148,Sales,5,4,27,Yes,36,4,1,Divorced,No
52,Male,85998,Technician,5,3,27,Yes,32,5,4,Single,No
57,Male,54047,Technician,4,4,12,No,18,4,4,Married,No
40,Male,68356,Manager,5,2,29,Yes,34,3,1,Single,Yes
57,Female,62134,Manager,5,4,23,No,38,3,3,Married,No
51,Male,92042,Engineer,4,4,10,Yes,3,2,4,Divorced,No
54,Female,76310,Engineer,1,1,21,No,3,4,2,Divorced,Yes
39,Male,105758,Technician,2,3,1,Yes,27,3,4,Single,Yes
49,Male,37363,Engineer,3,2,20,Yes,2,5,4,Single,Yes
32,Male,110149,Sales,2,1,26,Yes,3,1,3,Single,Yes
54,Female,69563,HR,1,4,12,Yes,17,5,4,Divorced,Yes
38,Female,55628,Technician,1,1,21,No,39,1,1,Married,Yes
27,Male,94672,HR,5,4,24,No,38,5,3,Single,No
25,Female,71246,Engineer,2,2,21,Yes,19,3,4,Married,Yes
41,Male,36161,Manager,1,4,25,Yes,19,4,1,Single,Yes
48,Male,114110,Technician,2,1,20,No,5,1,1,Single,Yes
36,Male,117438,Engineer,1,1,0,No,5,4,4,Single,Yes
27,Female,27810,Sales,3,4,25,No,14,4,2,Single,No
35,Male,84860,Technician,1,3,4,Yes,27,3,2,Divorced,Yes
32,Male,102199,Technician,2,1,20,No,36,2,4,Divorced,Yes
30,Male,96688,Manager,5,3,21,Yes,35,2,4,Single,No
47,Female,90548,Technician,2,3,6,Yes,21,1,1,Divorced,Yes
37,Male,87363,Manager,4,3,12,No,5,3,4,Divorced,No
26,Female,36162,Engineer,2,3,12,Yes,24,4,4,Divorced,Yes
31,Male,112858,Sales,3,1,19,Yes,39,5,1,Divorced,Yes
24,Female,98535,Sales,3,1,22,No,24,5,4,Married,No
34,Male,32219,Technician,3,3,20,Yes,13,1,4,Married,No
51,Male,95864,Technician,1,1,5,No,38,1,4,Divorced,Yes
27,Female,28621,Engineer,3,3,19,No,1,1,1,Married,No
38,Female,114792,Manager,2,3,11,No,39,3,4,Single,No
40,Male,69433,Sales,5,3,7,Yes,10,5,2,Married,No
56,Female,101850,Manager,3,4,8,No,2,3,4,Single,No
47,Male,91188,Engineer,2,2,17,No,16,3,2,Married,Yes
26,Male,79951,Sales,1,1,27,Yes,37,4,4,Married,Yes
50,Male,106718,Sales,1,1,10,Yes,16,3,1,Single,Yes
58,Female,61558,HR,5,3,19,No,23,3,2,Single,No
41,Male,40659,Engineer,5,4,10,Yes,26,4,4,Divorced,No
42,Female,59413,Engineer,2,4,23,Yes,16,2,4,Married,Yes
31,Male,35435,HR,5,1,23,Yes,27,4,4,Single,Yes
26,Female,78911,Manager,5,3,14,Yes,30,1,4,Divorced,No
57,Female,53067,HR,1,1,8,Yes,33,2,1,Single,Yes
27,Male,112794,Engineer,2,3,2,No,32,5,3,Divorced,No
47,Female,118823,Manager,5,3,16,No,9,3,2,Divorced,No
25,Male,94224,Sales,2,2,24,No,11,2,4,Single,Yes
56,Male,98225,HR,3,3,16,Yes,37,5,1,Single,Yes
22,Male,26379,Manager,1,2,2,Yes,6,4,3,Married,Yes
45,Male,52624,Manager,1,1,18,No,30,4,1,Married,Yes
57,Male,116500,Manager,1,1,8,No,15,1,4,Divorced,Yes
27,Female,113427,HR,4,4,16,No,30,1,3,Single,No
52,Male,82745,Sales,2,2,22,Yes,18,2,2,Married,Yes
41,Female,76805,Manager,3,1,17,No,12,3,2,Divorced,No
45,Female,37516,HR,5,2,22,Yes,4,4,1,Married,Yes
46,Male,104422,Engineer,3,1,14,No,16,2,2,Divorced,No
57,Female,110843,HR,2,2,0,No,23,2,2,Married,Yes
42,Male,49843,HR,1,2,28,Yes,11,2,3,Single,Yes
51,Female,30912,HR,4,3,25,Yes,24,1,2,Divorced,No
45,Female,46514,Manager,2,1,9,No,22,4,3,Divorced,Yes
51,Female,112359,HR,2,4,7,No,39,1,3,Married,No
43,Male,82032,Engineer,5,3,9,No,15,1,3,Married,No
49,Female,53797,Manager,3,4,28,Yes,15,2,2,Married,No
28,Male,31449,Engineer,3,2,25,Yes,10,5,1,Single,Yes
56,Female,26725,Technician,5,3,1,No,28,5,1,Married,No
49,Female,106406,HR,4,2,18,No,36,5,2,Married,No
35,Female,34304,Manager,1,1,13,No,17,2,3,Single,Yes
31,Female,98058,Manager,1,1,7,Yes,36,3,2,Married,Yes
37,Male,38663,HR,4,4,18,No,22,4,4,Single,No
37,Male,95320,Sales,5,1,0,No,23,2,1,Single,Yes
52,Female,100008,Sales,2,4,15,Yes,29,2,3,Married,Yes
46,Female,119488,Engineer,3,2,24,No,22,1,2,Single,No
34,Male,100591,HR,2,3,23,No,11,5,3,Married,No
27,Male,37676,HR,3,1,14,Yes,36,2,4,Single,Yes
30,Male,50192,Technician,2,2,19,Yes,29,3,3,Divorced,Yes
57,Male,49722,Sales,5,3,23,No,32,4,4,Married,No
41,Female,32446,Sales,5,2,29,Yes,14,3,1,Divorced,Yes
39,Female,29725,HR,4,4,4,Yes,18,2,3,Divorced,No
42,Male,110597,Engineer,2,2,2,Yes,38,2,2,Divorced,Yes
25,Male,113207,HR,2,4,16,Yes,37,1,3,Divorced,Yes
54,Male,82632,Engineer,4,4,28,Yes,34,3,3,Married,No
48,Male,91945,Sales,4,1,9,Yes,23,1,4,Single,Yes
28,Male,98741,Technician,5,4,4,Yes,32,3,4,Married,No
27,Male,41365,Manager,5,4,10,No,3,5,2,Married,No
36,Female,90792,Sales,2,2,5,Yes,22,5,1,Single,Yes
39,Female,89857,Engineer,5,4,3,Yes,23,3,1,Divorced,Yes
53,Female,40704,HR,5,4,6,Yes,4,1,4,Single,No
32,Male,75575,Sales,2,2,18,Yes,13,5,2,Divorced,Yes
41,Male,54902,Technician,4,3,6,No,32,2,3,Married,No
45,Male,26195,Engineer,2,1,13,No,29,4,2,Single,Yes
36,Female,78517,HR,1,2,16,Yes,10,1,2,Single,Yes
28,Male,59012,Manager,2,4,22,No,13,3,2,Divorced,No
42,Male,36415,Engineer,1,2,16,No,17,4,1,Single,Yes
47,Female,64534,HR,2,3,12,No,38,4,3,Married,No
35,Male,46686,Manager,1,2,26,No,2,2,2,Single,Yes
58,Female,102198,HR,1,2,0,No,17,1,1,Single,Yes
42,Female,53743,Manager,2,2,1,Yes,26,4,1,Married,Yes
39,Male,57161,Manager,5,2,17,Yes,38,1,4,Divorced,Yes
26,Female,86313,Manager,3,4,3,Yes,37,2,3,Single,No
24,Male,27402,HR,5,2,12,No,5,3,2,Divorced,No
44,Female,88190,Manager,1,3,0,Yes,25,4,3,Single,Yes
47,Male,77551,Engineer,2,2,3,No,9,4,4,Married,Yes
58,Female,38275,Technician,2,2,1,Yes,28,4,4,Divorced,Yes
45,Male,53182,Technician,2,4,3,Yes,22,1,2,Single,Yes
40,Female,39915,Manager,2,4,15,Yes,29,4,1,Divorced,Yes
46,Female,25909,Technician,3,2,3,Yes,35,1,4,Single,Yes
42,Female,90908,Technician,4,4,24,No,20,5,1,Married,No
33,Male,47620,Manager,1,4,8,Yes,5,5,4,Married,Yes
54,Male,59112,Manager,3,2,16,Yes,39,1,3,Single,Yes
25,Female,99051,Engineer,5,4,20,No,32,5,2,Single,No
28,Male,27431,Sales,4,1,22,No,39,2,4,Divorced,No
43,Female,111590,HR,4,1,19,Yes,10,2,3,Single,Yes
54,Male,87175,Manager,2,1,27,Yes,17,5,4,Divorced,Yes
38,Female,57624,Manager,3,4,20,No,37,3,2,Single,No
45,Male,101121,Technician,5,1,1,No,15,1,3,Married,Yes
55,Female,86264,Engineer,2,3,2,Yes,9,5,1,Divorced,Yes
49,Female,56958,Technician,2,1,22,No,32,1,4,Divorced,Yes
43,Female,26695,Manager,1,3,25,No,23,5,4,Married,No
38,Female,74932,Manager,4,4,28,Yes,11,2,3,Divorced,No
55,Male,69225,Technician,5,1,14,Yes,13,3,2,Married,No
27,Female,26403,Manager,4,3,6,Yes,18,1,4,Married,No
27,Male,108346,Sales,3,4,3,No,9,3,3,Married,No
55,Male,99391,HR,1,1,11,Yes,5,2,2,Single,Yes
22,Female,63636,HR,2,2,0,Yes,22,4,4,Married,Yes
31,Male,35839,HR,1,1,16,Yes,32,4,3,Divorced,Yes
42,Male,90546,Sales,2,1,3,No,2,1,2,Single,Yes
26,Male,72829,Manager,1,1,3,Yes,21,2,4,Married,Yes
23,Female,34230,Technician,2,2,21,Yes,28,1,4,Married,Yes
43,Male,76977,Engineer,4,3,22,No,24,1,2,Married,No
23,Male,65232,Manager,4,3,24,No,24,1,2,Divorced,No
31,Female,119792,Sales,4,2,8,Yes,14,3,3,Single,No
55,Female,50651,Sales,4,1,25,Yes,37,5,4,Single,Yes
37,Male,64963,HR,1,1,27,Yes,27,2,4,Single,Yes
43,Female,80872,Manager,2,1,27,No,24,3,3,Divorced,Yes
33,Male,104198,HR,4,3,20,Yes,6,5,4,Married,No
45,Male,38739,Engineer,1,3,9,Yes,26,1,4,Single,Yes
