Area_sqft,Bedrooms,Bathrooms,Location_Rating,Age_of_House,Price
1658,5,1,2,18,196918
2116,2,4,1,16,240960
2403,4,4,7,5,375057
849,3,4,2,8,140523
3378,3,1,1,14,337768
945,2,1,2,5,125900
1714,3,4,7,26,292077
2262,3,4,7,28,329039
3089,1,3,10,24,446834
1380,4,4,6,8,263995
2384,4,2,5,25,296517
1282,1,2,3,26,162050
2049,1,4,3,6,249525
1472,3,1,9,16,261455
1430,5,3,4,28,200650
1461,3,1,9,4,277338
3266,1,4,4,12,378773
1787,4,2,2,11,208510
2346,3,3,4,3,299151
1449,5,1,6,12,249448
1768,3,1,6,5,279041
3437,2,4,5,6,437215
1900,3,3,1,19,213300
3356,1,2,3,18,345281
1240,4,4,5,16,216136
1720,4,3,6,23,268721
1569,1,1,1,11,149685
2143,2,4,9,5,364146
2626,1,1,3,9,289490
1062,3,1,10,3,282011
2377,1,4,3,8,296211
3484,1,4,2,6,392993
3306,2,4,8,4,458400
1798,3,4,3,12,251321
1499,5,4,6,12,274177
3149,5,1,2,25,321319
2403,4,2,7,21,334789
2041,1,2,4,16,246948
1925,4,4,9,10,352996
3401,2,1,10,22,450715
3135,5,2,9,14,438069
1990,1,2,7,13,286498
3468,2,2,8,9,448536
1805,2,1,3,7,210233
835,1,4,5,12,183240
1543,2,4,2,5,199998
2564,1,4,10,18,397961
1152,1,3,7,4,225536
2722,3,3,8,2,393722
872,4,3,9,3,255370
3495,2,1,7,26,402370
2176,2,2,10,12,359963
2714,3,2,10,3,435932
1893,3,1,8,4,316004
3272,3,1,9,6,458091
1507,5,4,6,12,261716
2604,5,4,10,19,414590
3408,5,3,2,10,370277
1755,1,3,2,1,219818
3364,2,1,4,17,379630
3275,4,3,9,16,448343
959,1,2,7,9,207045
2996,2,1,2,25,281843
2535,2,1,8,21,356057
2385,3,2,7,9,330682
866,3,4,9,27,223307
3228,1,4,8,23,427786
857,3,2,3,9,148844
1141,2,2,1,12,117184
1953,3,3,2,23,224298
1995,5,1,2,9,224352
3461,3,3,4,15,407534
2032,2,2,6,2,311342
3201,1,3,4,11,371057
2294,4,2,9,11,384305
2621,3,3,4,8,337455
915,2,3,6,23,173227
1461,4,4,6,6,255356
2265,4,2,10,21,370579
3300,5,3,10,20,473425
2668,4,1,1,7,283665
3134,2,3,8,3,441839
1816,2,3,3,8,231954
1110,3,1,6,18,187330
1007,3,2,3,17,146649
3465,3,4,2,11,387316
3293,4,4,5,2,436391
1432,4,4,1,25,161635
2902,5,1,9,21,418525
1456,3,3,7,27,236959
2223,1,2,3,24,249382
2731,5,3,4,19,346318
3362,1,4,6,7,439097
2479,4,3,3,18,292042
1036,5,1,7,8,217202
1147,5,1,6,14,198509
3474,2,2,9,7,482125
1429,4,2,5,28,200601
2340,4,4,4,21,294618
2803,5,2,3,28,323872
2071,4,3,10,27,353561
1163,5,1,1,4,139275
3168,2,1,3,17,330658
1085,5,1,3,5,185332
948,4,2,7,12,209632
1907,4,1,7,9,283818
3253,5,1,1,26,329128
1255,5,1,3,20,177395
2566,5,4,8,13,410465
1599,3,4,9,25,301503
1984,4,2,7,28,304247
1812,4,1,7,18,267690
3307,3,2,8,20,437382
2323,5,1,6,9,322356
3356,2,1,3,4,353398
1280,5,1,1,21,127903
2486,5,2,7,27,340398
2961,3,2,1,8,310943
2401,4,1,1,1,273549
3208,5,3,9,17,457587
1140,4,2,10,25,256455
2810,1,4,7,9,390992
3296,4,2,4,20,370391
2666,2,1,6,13,344913
1634,2,3,1,2,212127
2003,5,1,7,13,316740
2525,4,4,6,9,373527
2489,5,2,4,20,299416
1110,3,2,7,6,218741
1061,2,1,3,28,119510
2242,5,1,1,1,258658
1205,3,4,4,28,191954
2990,5,3,3,25,349480
1141,4,4,1,5,163294
2139,4,3,2,3,260520
1043,4,2,5,4,204689
1289,4,3,8,1,280459
811,1,3,1,14,94262
1360,3,2,4,9,200712
841,3,2,4,24,129225
1393,4,2,5,4,227921
2252,1,4,7,18,322959
2626,4,2,8,14,387784
2493,1,1,6,25,312765
933,4,2,1,4,117732
1747,2,2,7,25,262762
872,2,2,3,10,140368
1198,5,3,6,3,250961
2228,4,4,8,23,349652
3425,3,2,7,7,445025
929,5,4,10,10,293199
2611,2,1,6,13,334372
2801,4,1,9,4,413278
1065,5,2,9,18,259349
2360,4,1,1,11,253395
2785,2,4,1,25,270952
1592,5,3,1,4,209950
3100,2,2,8,24,414063
2112,1,1,10,14,335408
963,2,4,7,18,223089
894,4,4,3,8,170244
2605,3,1,2,27,253849
1933,2,4,4,10,260986
3183,3,4,3,5,367775
1621,1,2,7,23,240092
1037,5,4,10,7,297666
3228,5,1,8,12,439372
3330,3,2,6,25,397499
2760,5,1,3,3,316921
1848,2,3,6,26,250386
2476,3,1,2,4,291509
3329,4,1,7,10,423890
1763,2,2,10,4,338653
1336,2,4,7,15,264470
2403,2,1,4,29,253935
2779,4,2,8,10,409590
927,1,3,4,21,160291
891,5,2,7,22,214466
1342,3,2,4,16,184459
1645,1,4,5,15,241438
2481,3,1,7,19,329590
2651,5,3,10,29,418259
3294,4,2,3,20,371229
1189,2,1,10,19,264561
2684,2,1,5,18,327682
842,4,2,3,26,135209
1053,1,1,5,12,160733
1883,1,2,3,25,223640
3314,3,2,10,16,474396
3134,4,2,7,1,421734
2340,1,3,1,16,240648
2753,4,2,9,2,428152
3192,5,4,9,24,452463
1441,2,1,5,15,208035
3229,2,3,9,7,461010
1489,2,1,10,28,282747
2076,4,3,6,1,324219
2750,4,4,5,5,386834
1879,3,3,3,10,230646
2286,2,3,8,22,332147
1256,3,3,4,21,204515
1782,2,1,10,4,319343
2930,3,2,3,14,320891
1922,3,1,6,13,277933
948,5,2,8,1,260127
2152,3,1,9,16,325350
1979,4,4,6,23,306254
989,3,4,5,9,203151
1682,2,3,2,22,198499
3110,3,4,2,16,336441
1199,1,3,9,19,258436
1408,2,2,2,15,168686
2595,1,4,2,26,270061
2438,2,2,3,14,284109
2375,4,1,3,20,258405
2948,4,2,4,10,356063
2182,4,1,7,21,298217
2203,1,2,9,12,353507
1619,5,2,2,28,172376
1619,2,4,4,1,262788
1219,4,2,9,21,266846
923,2,4,2,17,129010
1221,1,4,10,9,279729
2308,5,3,1,23,243019
2397,1,3,10,19,365357
1567,2,1,8,25,261364
2844,5,2,9,18,408853
3330,5,1,7,28,422151
3366,1,2,8,7,433516
3002,4,3,4,9,368693
2939,2,3,4,22,328495
2349,3,2,2,26,254403
3302,3,2,8,21,425889
2564,1,3,2,12,274836
2844,2,3,9,7,414876
3445,2,1,4,14,391217
1309,1,3,1,15,133333
2006,2,2,4,15,249761
1185,4,1,3,6,167693
2397,1,2,6,21,296699
3252,4,4,7,14,429249
3093,2,1,8,2,410388
1541,1,2,2,8,197690
3497,2,3,6,13,425931
2711,1,4,6,23,354707
2246,2,2,10,6,370331
1700,4,1,5,5,242982
2912,4,2,10,5,457793
3060,2,4,10,25,454488
2809,1,1,7,1,375376
1041,3,4,3,9,165643
3340,4,2,4,6,382546
3185,4,3,10,20,466378
2820,3,3,9,26,405929
972,2,2,4,7,159818
1471,1,2,3,9,178508
963,2,2,2,5,137166
1264,5,1,5,14,214811
1296,4,4,4,5,219110
1499,5,4,8,8,308725
3242,4,4,7,7,453224
1502,4,2,6,13,242662
2740,5,4,2,13,337559
3155,5,2,3,8,362688
2591,2,1,10,11,402647
982,5,3,9,28,247118
1428,2,2,9,26,270669
3357,2,2,5,18,384713
2531,2,3,3,25,280821
1345,4,3,2,19,179976
2387,4,1,8,6,363058
1423,5,4,6,22,241626
1393,4,2,10,2,316478
1543,5,4,7,28,279565
2568,4,2,1,13,261979
2259,1,1,1,23,221965
2748,1,3,10,25,392699
3401,5,1,2,28,358617
2868,4,3,10,26,430204
3401,4,4,3,11,411482
3244,2,4,1,1,352762
3472,3,1,5,24,404387
904,5,3,3,2,178236
3039,3,1,1,17,290590
816,3,3,8,8,217164
1192,5,3,6,2,235577
1224,4,4,9,6,301442
2976,5,4,3,22,357003
1371,3,3,9,5,307445
2876,4,3,9,16,413441
1920,1,3,1,8,197817
1041,5,4,3,19,176336
3079,5,4,6,16,413985
1588,4,2,8,13,288386
1514,1,3,4,26,207698
1558,1,2,5,20,219512
1575,4,3,9,7,304204
3047,2,4,6,16,389827
878,5,2,7,23,202410
1655,5,2,7,16,276807
3314,3,1,4,29,360440
3428,4,3,4,12,393910
2239,3,4,4,14,310798
3296,3,1,5,24,387602
2934,1,1,5,18,332551
2948,5,3,8,27,415196
1831,3,1,9,28,303892
1644,1,3,2,18,175716
886,4,1,7,16,197500
2890,3,3,1,20,309420
1207,5,4,1,16,153855
2468,3,3,4,13,316608
947,4,3,10,26,237859
3124,3,2,7,29,396905
1031,5,4,2,9,183013
2750,1,4,2,26,295188
1165,5,4,1,28,135868
2474,1,1,10,9,384927
1235,2,2,2,13,147220
1198,5,4,7,29,225531
2034,5,1,9,4,343840
2214,4,1,6,9,306942
3346,3,1,10,15,466631
3387,1,2,2,14,361585
1362,1,1,10,19,257890
3289,4,2,10,12,485855
2084,4,3,9,21,349552
1572,3,1,7,26,253281
3197,3,4,1,25,317270
2837,5,1,9,6,423737
3367,2,3,2,3,372357
2143,3,3,4,26,275424
2985,4,1,9,25,403262
2373,3,3,4,22,281029
1791,1,2,3,20,203787
3215,2,2,1,16,313380
2046,5,1,7,20,311393
1159,1,2,6,24,180768
1720,1,2,10,23,300595
3176,2,4,4,17,387199
3310,5,1,6,16,418226
1762,4,3,6,6,278331
2627,5,1,4,8,339681
2413,3,2,6,19,318896
2440,1,4,10,25,379965
3016,3,1,8,26,387916
1016,4,1,3,2,171326
1177,3,2,4,14,173276
918,5,2,10,22,239809
989,3,1,1,12,109486
1169,4,2,4,17,197662
2601,4,2,10,28,397305
2996,4,2,10,27,428942
1451,5,2,9,15,305284
2682,4,2,8,18,390003
2311,1,4,4,16,301707
1569,4,2,7,13,278535
3221,3,3,10,21,463389
1580,3,1,3,17,194353
2516,3,4,9,8,394515
3007,5,4,10,1,472796
3198,3,2,4,29,365563
2111,5,1,2,25,221898
2049,5,3,10,26,370415
1322,4,2,5,27,192755
1321,1,1,2,3,167019
1582,4,2,10,16,324961
3120,4,2,6,28,368376
1735,5,2,10,2,343288
3030,5,2,1,15,329285
2488,3,2,6,1,359385
1287,3,2,4,9,202192
2650,4,2,3,16,320567
1645,2,3,2,4,206248
2971,2,4,7,12,401191
3261,3,3,9,1,470772
2803,2,2,3,1,324570
2548,3,2,6,7,341540
1485,5,3,9,18,312106
2960,4,3,2,23,317250
2969,1,4,7,28,368523
2367,4,3,5,23,322239
2045,3,4,5,15,304008
838,3,2,7,26,171090
3344,4,1,9,25,430123
1579,3,1,4,13,216824
2056,2,1,9,16,318687
2996,2,1,10,7,445057
2727,3,2,9,16,401164
1101,3,1,4,13,171232
3085,2,3,3,14,352960
1446,3,3,2,17,188969
1462,3,1,9,12,277219
3083,4,3,2,29,309125
2559,1,4,6,24,337325
3050,2,2,5,24,355039
1055,4,1,5,20,184941
1397,1,1,4,13,176348
1461,3,2,6,24,228517
1034,3,3,5,20,171983
2168,4,2,4,15,290904
3381,3,2,9,24,460669
1569,5,3,6,21,262267
3388,4,2,10,4,504220
1012,1,3,10,22,238807
1262,4,3,10,2,306434
3283,2,2,3,28,330019
1082,4,4,10,18,285792
2286,3,3,6,2,332144
2230,3,2,1,25,234367
887,5,3,5,15,183554
1867,5,4,10,26,355917
1260,5,4,6,19,245249
3125,1,1,8,15,414609
3268,5,3,9,26,447444
2524,1,3,3,20,292166
2176,5,2,2,10,248198
1314,1,3,4,28,178858
1502,4,1,8,24,247151
2453,4,4,8,20,368371
2866,3,4,3,11,339166
822,1,1,4,26,130495
3260,2,3,3,10,363122
1853,3,3,10,29,315971
2630,4,1,2,23,272407
2955,1,2,4,5,348215
2104,5,4,6,9,325201
1934,2,1,5,20,251293
2983,4,1,3,19,314757
1161,3,3,2,13,159265
2976,1,4,9,18,421519
2699,2,3,1,17,268238
2084,1,1,9,27,297972
1314,5,2,1,6,180312
1248,3,4,7,10,268556
2723,1,1,6,2,351446
2306,4,1,7,24,328696
2047,3,2,3,6,264698
2655,4,1,3,28,294342
1673,1,1,1,28,161785
3320,3,4,4,21,390296
2228,4,4,2,13,261046
3149,5,4,10,18,465497
3078,5,3,8,7,454711
2554,1,2,3,2,291619
1722,3,4,7,29,268178
2959,2,3,7,14,397119
1836,3,3,9,5,325083
2216,5,2,6,18,313668
3347,4,2,1,11,352844
3445,2,1,8,10,450086
3081,1,3,1,11,319417
3449,2,4,3,27,381501
1113,1,2,5,2,192783
3413,2,3,8,15,441697
3056,1,4,9,7,436354
2797,1,3,7,9,371352
1837,2,2,9,5,318739
2456,2,1,3,7,296502
3434,1,3,5,20,397454
2578,5,4,10,2,449474
1814,2,2,8,3,309202
1893,3,1,1,2,206153
1924,4,4,8,21,327983
1497,1,4,7,22,253682
2979,1,4,1,23,285102
2204,4,3,10,19,362906
1955,5,2,10,4,363333
1843,4,4,6,24,279610
2729,2,3,1,20,268404
3383,4,2,2,7,356448
1813,1,2,5,28,221497
1026,4,3,2,22,147183
2628,3,3,10,7,412655
2292,2,4,1,17,253775
1621,4,2,6,19,240995
2823,1,1,8,22,359486
1670,2,3,8,16,293540
3252,1,2,8,3,429461
3049,5,2,6,15,404919
2885,3,4,3,14,353453
2595,5,1,1,15,255977
987,3,4,2,14,163730
1880,4,1,5,7,272291
1740,2,1,10,25,313121
3120,4,3,5,3,403136
3430,3,2,10,17,490641
3363,3,2,1,10,337863
1325,3,2,1,15,149306
1135,1,1,9,29,210196
1878,2,2,2,6,220275
3347,4,3,7,28,438312
3383,4,1,10,17,459592
961,5,1,4,17,166722
1393,3,1,7,14,243004
2738,3,1,8,24,356714
3006,3,3,5,25,361507
859,4,2,1,18,120927
2701,5,3,4,25,343301
3058,1,2,10,5,449096
1205,2,3,3,29,142574
1463,1,4,10,8,317508
1932,4,4,5,7,286982
1899,3,4,10,23,335245
1341,2,4,10,4,299006
2137,4,1,6,18,298012
1797,4,1,2,5,232749
1940,4,3,7,16,297840
1667,2,3,3,14,226196
2866,2,4,1,27,297471
1231,5,2,10,27,273170
1539,5,4,3,19,207940
2173,1,3,9,14,362474
982,2,4,10,9,277897
2960,2,3,6,6,387141
2006,2,4,6,17,287015
3328,5,2,4,19,371574
1969,4,4,8,12,354115
1630,3,2,5,4,257332
2451,5,2,7,16,348405
1936,2,3,9,25,313254
1275,5,2,5,11,221784
2126,1,1,5,22,266789
1770,2,1,4,4,234236
1819,1,1,6,17,257936
1941,2,3,2,8,241012
2636,5,1,3,14,291902
960,4,3,1,27,113219
3248,3,3,2,2,381532
997,1,1,2,11,134422
2083,5,2,8,11,329962
1459,4,4,8,24,277775
2575,5,3,2,22,276017
1870,1,1,6,24,250170
2810,3,3,5,6,351573
1198,5,2,3,21,170192
2533,2,2,5,21,320776
2382,4,1,5,14,297783
2925,5,3,5,10,375817
2971,4,4,3,26,344006
874,2,4,3,27,121558
2984,3,3,4,8,366601
1401,3,3,7,7,271003
1636,2,3,2,8,196593
2328,4,1,10,28,347172
1299,5,2,4,8,225668
2396,2,4,4,23,309760
937,1,1,1,2,117886
2897,4,3,10,27,425131
2594,3,3,8,16,369885
1772,2,2,1,9,193651
2442,3,3,8,13,379887
2685,4,1,7,23,361947
3101,3,1,9,12,432361
2828,2,2,8,27,374494
2700,4,1,5,22,338389
3410,1,4,8,25,448411
2249,2,1,10,29,337022
1346,5,1,3,17,170363
1721,2,1,10,27,302070
1380,4,4,7,2,269085
2172,2,3,4,13,266532
2756,1,1,5,1,329311
2803,1,2,9,26,394002
2896,5,4,7,28,406145
1503,3,2,4,19,198649
3108,4,1,6,11,391384
3203,4,2,10,5,466816
2425,3,1,7,1,351038
1437,1,4,10,20,304981
1809,1,2,9,13,306655
1440,2,2,4,8,216912
3459,5,1,10,6,503959
2661,5,1,3,29,303494
2005,5,3,8,17,323225
1485,2,1,1,12,141006
2651,5,1,9,1,407152
987,3,3,1,3,140923
2419,2,1,2,14,261922
2487,3,1,8,26,347062
1784,2,3,9,8,332817
1347,5,4,7,11,266707
2231,3,4,3,27,279419
1675,3,1,7,14,261405
1417,3,1,6,8,226843
3261,2,3,2,29,339345
2165,4,3,3,3,295899
2043,5,4,10,7,390856
1702,3,2,10,28,290274
962,4,1,5,19,161898
2774,5,2,10,4,440782
1069,5,2,4,25,160318
1431,3,3,2,16,186449
1705,3,1,4,13,228392
2814,2,1,8,20,373715
2441,4,3,5,19,333469
1004,4,2,5,5,191499
1381,3,3,10,23,279096
2379,5,4,3,5,302875
1640,3,1,8,20,279889
2636,5,4,6,24,363522
2051,5,3,2,4,265485
2519,3,1,2,2,295165
2442,1,4,9,26,364791
3443,4,4,7,13,465425
3097,5,2,10,16,456395
1674,5,1,9,22,286084
2264,1,4,6,2,322113
3043,2,4,5,19,374112
1489,1,2,1,17,140788
2810,1,4,6,5,382827
3486,5,4,6,25,446434
2222,4,4,3,18,284488
2801,1,2,3,28,300443
1471,2,4,3,23,192124
1971,3,4,3,21,248916
2295,1,1,7,18,319029
1743,1,1,10,8,311597
3046,2,2,2,27,300850
2249,4,3,10,15,378054
3339,1,1,10,13,462594
1695,1,2,2,13,201049
2989,4,4,3,16,357923
2136,2,4,10,22,362596
964,1,2,7,20,193324
3161,4,4,3,13,376755
2868,1,4,7,20,378047
1905,3,3,9,2,346619
2553,5,4,10,3,436712
3152,3,1,4,15,344789
2738,1,4,7,23,378668
1170,2,2,9,19,242907
2680,5,3,8,13,387669
1652,3,4,8,5,304172
1183,4,2,9,26,263649
2731,2,1,5,22,306617
3292,3,4,5,6,422316
1224,4,3,3,14,179003
3008,1,4,5,4,384111
1428,4,2,8,22,275692
1694,3,3,5,19,252597
3337,3,4,4,23,375414
3174,1,1,8,7,428593
1397,4,3,7,4,274964
3136,4,1,6,2,413779
1392,1,2,5,27,183086
2487,4,4,5,7,357120
1372,1,1,10,3,290393
2875,2,2,2,15,299067
2890,3,4,4,1,380199
2504,2,2,8,2,381180
3270,5,1,8,10,451815
976,5,2,1,16,137964
1328,5,3,2,25,165473
2433,1,4,5,28,289696
1765,4,2,9,15,314377
2317,2,1,10,24,368116
997,2,4,7,15,222092
3457,2,3,10,14,490018
1652,2,4,5,22,256617
2337,5,3,1,14,260209
2869,2,4,6,6,382585
1880,4,2,8,14,317567
897,5,2,7,17,221611
2703,2,1,2,18,285047
1234,1,3,5,20,202151
1436,3,1,4,19,192175
1387,3,2,9,17,262017
1143,3,3,10,16,282708
2117,5,1,1,8,240707
2779,2,1,6,7,346449
1370,5,1,3,20,167312
1410,4,1,9,28,253896
2527,1,1,5,12,306215
3090,1,3,6,9,380044
2654,3,1,9,27,384991
3408,3,3,9,14,474120
1759,3,1,8,20,295853
2879,2,2,9,1,426718
3238,4,2,4,10,372467
3124,4,1,6,17,387121
1331,4,4,5,17,237075
1977,4,2,5,17,284844
3230,3,3,4,4,388091
1891,1,1,2,17,195351
2701,3,3,6,18,342456
1683,4,4,9,20,309424
3061,3,1,1,23,290562
2478,4,2,7,2,368215
3223,5,3,6,8,441155
3060,1,2,3,13,332963
2926,5,2,1,23,301302
2549,2,1,4,25,278170
3475,3,3,9,22,462438
3451,2,4,2,20,369227
1581,3,2,3,22,205089
2905,5,1,2,15,309444
1680,4,1,2,20,193631
1246,4,4,10,23,303107
2913,3,1,8,9,408837
2583,4,2,3,3,308974
2077,5,1,7,3,337743
2791,4,3,8,2,426840
1867,5,3,3,1,257398
2377,2,2,2,14,269274
1811,5,3,8,17,302918
3074,1,4,3,13,349023
1573,1,1,7,19,226745
2614,1,2,1,23,255252
3448,3,4,6,15,435435
3226,3,1,9,27,416466
2001,3,4,3,25,242158
2250,5,2,7,14,344690
1106,3,2,6,2,208846
1578,2,4,8,7,313391
3351,1,1,3,17,344002
3115,5,3,3,18,357947
807,1,3,4,6,158059
3355,3,4,3,27,377344
1275,5,2,9,21,261660
2120,4,1,4,8,264208
3011,2,1,6,28,365057
1284,3,2,8,27,232876
3414,3,3,8,2,459877
1704,2,1,5,1,244435
1358,2,4,5,16,212223
2767,4,3,6,7,383383
3085,3,4,10,22,463904
1927,3,3,7,24,305737
2033,1,2,10,11,340534
3401,5,4,7,15,469181
1267,5,4,4,13,214868
3233,1,2,6,24,374314
1647,5,4,7,2,316381
3234,2,3,5,14,397609
1058,5,1,5,24,187957
1082,5,1,2,6,167346
2449,1,2,7,9,341116
2698,4,3,6,28,364140
839,5,4,1,7,132634
3333,5,4,4,18,406544
3067,4,1,3,24,341450
1814,1,4,3,9,241282
1412,4,1,7,23,242708
2715,1,2,10,4,431417
1487,2,4,4,9,222390
1412,1,3,8,4,270847
3107,2,4,9,12,456353
3213,2,1,3,4,354709
2581,1,2,5,25,296821
2610,3,1,4,24,292553
3391,1,4,10,20,484383
3496,5,1,6,14,430458
2347,5,1,10,24,358486
2730,3,2,4,24,313104
1952,2,3,8,7,320015
1374,3,4,3,26,187755
2710,5,2,5,13,342260
1812,3,3,1,22,188724
1469,1,1,6,8,239265
1068,3,3,5,23,183867
2083,2,1,8,5,322672
1723,1,1,9,12,304677
1925,4,2,8,13,330554
2329,5,1,8,29,346826
2558,5,2,3,20,293106
2394,3,3,4,14,313878
1046,1,3,4,28,141012
2360,4,1,5,18,291030
2978,1,2,9,27,407037
3200,5,1,9,24,443813
3043,1,2,10,25,426669
2739,4,2,1,20,267464
1729,3,2,8,4,297637
3492,2,3,1,21,336481
1026,1,2,2,18,133512
1064,2,3,7,7,233650
2195,5,2,8,15,358477
2257,3,3,1,21,226035
1445,3,4,3,6,216233
3058,1,3,7,16,399713
2218,3,3,9,20,359640
2273,1,1,8,24,327549
2187,1,2,8,8,338054
2699,2,4,9,28,392939
3304,3,1,10,21,449264
2049,1,2,3,16,233358
1781,2,4,8,28,281221
1954,4,4,1,22,210576
1387,2,4,8,16,275707
1275,2,2,7,3,259764
2621,1,4,8,17,370267
1785,5,4,1,9,233524
3003,5,1,6,25,360342
2041,5,3,7,3,351280
989,2,2,5,20,175248
2240,1,3,5,29,262226
1780,3,1,7,7,284716
2498,2,3,3,18,281491
2515,2,4,6,12,346066
3393,1,4,7,19,433287
840,4,2,1,16,101428
3154,2,2,2,22,328363
1742,4,2,4,27,224834
1137,4,1,8,24,225503
2137,5,2,10,17,358713
1898,1,1,6,20,255875
3126,4,4,1,15,340013
1695,1,3,10,1,346012
3120,5,4,5,2,422230
3467,1,4,7,8,452302
2474,2,4,6,22,329596
1730,4,2,9,25,302198
1088,1,2,8,2,248420
1523,3,2,4,19,207595
3119,1,3,5,9,378100
2753,4,2,7,9,392591
1889,5,1,8,13,319143
1282,5,4,5,6,257151
1735,4,3,9,15,319728
3095,2,3,10,19,436551
955,2,3,4,21,142980
1870,5,3,4,15,257565
2758,5,3,8,18,409299
3301,4,1,1,7,330537
3048,2,4,8,26,425959
2483,5,3,5,11,337815
923,2,4,1,8,129969
2848,5,2,4,6,352694
1767,1,3,2,8,220115
1654,3,3,4,2,245050
1439,1,4,8,19,260433
3038,5,3,5,16,375003
2402,3,3,1,7,278436
3363,3,3,7,10,456151
1241,5,1,1,12,160200
2744,5,1,9,17,402799
2638,2,3,3,7,325649
2629,5,1,3,22,303006
2990,4,2,6,8,382480
1332,5,3,10,7,312259
3074,4,2,6,4,398117
2136,5,4,6,3,351187
1748,2,2,1,19,175681
2819,4,4,5,15,365155
1259,1,3,6,4,231659
1350,4,4,8,25,274487
1192,2,4,1,9,145089
2587,4,2,5,13,321489
1644,5,2,3,18,203282
3057,5,2,2,21,337959
1938,2,3,8,16,300734
1445,3,3,7,1,280893
3066,5,2,10,4,465063
3254,1,3,7,18,404706
2266,2,3,5,8,307650
2177,4,4,9,20,357470
3405,4,4,5,16,418792
3397,1,2,2,21,341268
941,5,3,3,11,175877
3459,2,4,4,20,411059
1300,1,1,5,21,168091
1639,5,3,3,21,212211
2482,2,1,7,21,314288
2365,4,2,5,27,292354
2846,2,3,5,19,351025
2330,3,2,6,23,312374
1395,2,2,7,19,246336
2704,3,2,10,18,415471
1080,2,2,10,19,254923
1223,3,2,8,11,241845
1069,4,3,9,3,288874
953,5,1,4,8,159127
3461,3,3,5,20,421841
2550,3,3,5,19,335368
1461,4,3,8,10,285134
2767,3,4,9,16,425669
882,1,4,7,5,214626
2249,4,3,5,20,309989
2098,1,1,3,9,253529
3131,4,3,1,8,344720
1779,3,2,9,11,322866
3020,1,4,5,16,385345
2459,3,4,9,7,392015
2198,4,3,10,15,387165
1432,3,3,4,24,201233
2331,1,1,5,29,271670
1586,1,1,4,21,184450
1197,3,2,2,20,147018
1943,2,3,1,23,193527
1733,4,3,8,17,312947
2260,4,3,4,6,292274
2652,3,4,5,15,348730
3312,2,2,6,8,403414
1085,1,1,8,7,239164
1064,5,4,8,2,262589
3167,5,4,7,13,452707
2936,3,4,4,23,340906
2477,2,4,6,29,332607
2026,2,2,4,6,269288
1620,4,3,7,29,268486
2562,1,1,1,5,252412
3181,2,1,5,20,362911
3069,5,4,10,1,476759
840,1,4,10,29,238763
2531,1,2,4,18,297189
867,3,4,7,15,223306
1787,2,1,9,23,275895
2599,3,1,5,10,326809
3361,2,3,4,3,412388
2421,4,3,9,5,404619
2455,3,1,5,24,290963
2078,3,1,9,29,306825
1494,5,2,8,13,268466
3324,3,2,4,8,398668
1885,2,1,7,22,275408
3279,5,4,5,21,397115
2493,3,3,10,29,389993
3115,3,1,4,2,368873
1858,4,4,5,9,280375
1578,3,1,5,17,225175
1293,1,3,9,27,262380
2385,5,3,9,18,368044
2292,1,2,6,13,319034
2590,5,2,4,1,340964
1460,4,2,2,12,196981
2148,3,2,3,20,251390
2127,3,3,2,20,229759
2099,3,4,5,21,301519
2786,5,4,6,5,389617
2844,3,4,5,8,382529
2728,1,1,2,27,275482
2147,3,2,5,15,295805
1858,4,2,9,27,308861
1776,1,3,4,3,250599
1281,3,3,10,6,292617
1527,3,1,2,28,163195
3327,2,1,3,13,369115
1831,5,4,3,12,267287
1142,1,3,9,19,246604
2247,2,2,4,29,268559
3179,4,4,1,18,337101
3285,5,2,1,24,326059
3021,1,4,7,1,408974
3406,3,2,7,25,426058
1326,1,1,2,27,141227
2696,3,4,9,7,428181
1458,5,2,9,12,305818
2873,3,2,5,10,350394
1619,4,3,3,29,218779
3452,3,4,3,12,408956
1205,4,2,3,11,164591
3079,5,3,6,4,406661
3380,5,2,4,19,379467
2373,1,4,8,6,354477
2611,4,1,5,25,324998
1304,4,4,1,9,177393
978,2,4,9,20,256740
931,2,2,1,10,103024
2646,2,2,6,5,345834
2278,3,4,1,27,227316
3195,2,3,3,13,361727
3387,4,3,10,9,492701
1571,3,3,5,2,268332
2229,5,2,10,18,382522
2923,1,2,7,21,377963
1378,2,4,10,1,332313
2315,5,1,8,24,325687
993,4,2,9,21,246581
2807,1,4,6,12,357143
1985,5,4,9,10,364073
3194,1,1,8,2,439755
2184,2,3,9,28,330281
2592,4,4,10,9,419620
1910,1,4,4,2,259668
3061,5,4,9,23,460007
2736,2,3,7,24,349847
3420,2,3,5,22,397414
1579,5,1,5,14,250608
1061,5,2,1,11,135657
1529,1,3,2,23,179654
1082,3,2,10,11,266577
2290,2,2,3,17,248385
1161,1,3,8,4,257785
1240,5,4,6,13,259279
2940,1,1,10,7,432537
2444,5,2,5,16,327243
1666,4,4,1,1,232583
2247,5,3,9,13,368856
941,5,2,3,1,173267
2114,5,2,3,11,276189
2255,3,2,2,6,267121
2675,5,4,4,20,326684
2647,2,4,2,3,321812
2512,2,4,9,12,403812
1500,1,2,10,5,296234
1797,3,2,7,9,299316
2896,1,1,8,26,370544
