Engine_CC,Mileage,Horsepower,Age,Brand,Fuel_Type,Transmission,Condition,Price
993,8.2,334,11,Audi,Petrol,Manual,7.0,1141158
1646,16.2,240,15,Toyota,Diesel,Manual,5.0,788963
2215,26.5,136,13,Kia,Petrol,Manual,7.0,736258
2258,10.2,210,5,Kia,Diesel,Manual,7.0,816401
3020,18.3,297,4,Audi,Petrol,Automatic,4.0,1807777
2468,23.7,348,13,Toyota,Petrol,Manual,4.0,1054553
3173,26.9,290,9,Hyundai,Diesel,Automatic,8.0,1098654
2233,22.9,77,17,BMW,Diesel,Manual,7.0,1372765
1941,22.4,132,2,Tata,Petrol,Automatic,6.0,703623
2610,24.5,248,5,Toyota,Petrol,Manual,4.0,739757
1523,16.9,76,16,Toyota,Diesel,Manual,9.0,629819
1024,24.1,78,7,Audi,Petrol,Automatic,4.0,1264236
1331,8.2,278,1,Toyota,Petrol,Manual,6.0,606577
912,26.5,179,12,Suzuki,Diesel,Manual,4.0,442553
2987,16.9,160,11,Honda,Petrol,Automatic,10.0,1184971
1358,19.1,93,12,Honda,Petrol,Manual,6.0,576378
2848,13.1,143,19,Hyundai,CNG,Manual,10.0,712749
2937,22.9,255,12,Kia,Diesel,Manual,10.0,875684
1453,9.5,261,12,Toyota,Petrol,Manual,5.0,600192
1119,25.5,70,14,Kia,Petrol,Manual,6.0,394266
2373,24.6,277,2,Suzuki,Petrol,Automatic,5.0,754833
2628,12.3,312,2,Audi,Diesel,Manual,9.0,1934001
2717,24.2,281,4,Audi,Diesel,Automatic,8.0,2022813
938,23.7,139,20,Tata,Petrol,Manual,8.0,310357
2826,20.6,66,16,BMW,Petrol,Automatic,,1312059
3106,15.5,331,10,Hyundai,Petrol,Manual,,723109
1701,13.4,286,13,Suzuki,Petrol,Automatic,,690364
1489,12.6,75,2,Kia,Diesel,Manual,4.0,1020121
2839,14.4,71,3,Suzuki,Petrol,Automatic,6.0,659163
809,26.1,350,19,Tata,Petrol,Manual,4.0,656453
1060,9.6,300,6,Tata,Petrol,Manual,8.0,731528
2742,24.6,80,19,Audi,Petrol,Manual,9.0,937614
2473,15.0,237,20,Kia,Petrol,Manual,8.0,469763
3019,18.4,287,19,BMW,Petrol,Manual,4.0,1292976
2860,23.9,332,8,Audi,Diesel,Manual,6.0,1949349
1991,25.7,347,14,BMW,CNG,Manual,7.0,1177143
2419,14.9,193,10,Honda,CNG,Manual,,770553
1120,17.2,342,3,Suzuki,Petrol,Manual,6.0,874615
2142,16.3,212,6,Tata,Diesel,Manual,4.0,821807
2436,8.3,125,15,Honda,CNG,Automatic,6.0,492793
3176,13.9,196,18,Kia,Petrol,Automatic,5.0,808298
2794,17.2,151,14,Audi,Petrol,Manual,6.0,1393851
2743,16.2,318,19,Hyundai,Petrol,Manual,8.0,812891
2838,22.4,162,10,Toyota,Petrol,Manual,10.0,510532
1918,15.7,114,15,Hyundai,Diesel,Automatic,8.0,825309
2404,17.8,316,4,Hyundai,Petrol,Manual,5.0,916680
3165,16.6,160,2,Toyota,Petrol,Manual,9.0,801985
1035,22.8,257,3,Suzuki,Petrol,Manual,6.0,398278
2769,25.3,285,7,Honda,Petrol,Automatic,9.0,1404796
1133,18.6,296,16,Honda,Petrol,Manual,7.0,571471
2708,23.8,85,10,Suzuki,Petrol,Manual,6.0,475929
1175,13.9,180,19,Toyota,Petrol,Manual,8.0,524909
1960,18.8,241,17,BMW,Diesel,Manual,10.0,1274717
3435,14.9,258,19,Hyundai,Diesel,Manual,8.0,956505
2370,16.3,314,5,Audi,Diesel,Manual,9.0,1767503
3360,22.6,181,20,Honda,Diesel,Automatic,4.0,759332
2119,25.6,90,13,Suzuki,Diesel,Manual,8.0,524725
2655,10.4,344,13,Audi,Diesel,Automatic,4.0,1792404
2172,20.7,165,11,Tata,Diesel,Manual,8.0,744360
1672,19.6,283,11,Toyota,Diesel,Manual,8.0,884609
2052,10.4,332,16,Audi,Petrol,Automatic,,1728783
3117,12.2,291,15,Kia,Petrol,Manual,7.0,954395
2651,14.2,315,17,Audi,Diesel,Manual,4.0,1468693
2114,11.3,83,18,Kia,Petrol,Automatic,4.0,496549
1524,12.9,168,19,Hyundai,Petrol,Manual,8.0,573593
2852,13.4,250,4,Toyota,Petrol,Manual,4.0,908329
877,14.7,84,5,Audi,Petrol,Automatic,8.0,1248753
3421,23.0,246,7,Honda,CNG,Manual,8.0,997553
931,19.4,347,2,Toyota,Petrol,Manual,9.0,977838
1400,27.7,175,1,Honda,Petrol,Automatic,6.0,987070
2572,16.3,96,12,Suzuki,Petrol,Manual,,596935
1865,23.1,341,10,Suzuki,Diesel,Manual,10.0,1296137
2936,25.4,196,8,Tata,Petrol,Automatic,5.0,779928
3249,21.6,286,1,BMW,Diesel,Manual,9.0,2080365
3143,16.2,241,12,Suzuki,Diesel,Automatic,4.0,1004508
2663,23.1,145,2,Audi,Petrol,Automatic,10.0,1715209
2118,12.1,112,10,Toyota,Petrol,Manual,4.0,612670
1415,14.6,294,17,Suzuki,Petrol,Manual,7.0,387568
3269,18.9,326,3,Honda,Diesel,Manual,5.0,1373685
2688,19.5,346,7,Audi,Diesel,Manual,5.0,1784089
1846,8.4,159,12,Suzuki,Petrol,Automatic,10.0,670514
1374,26.9,146,8,Kia,Petrol,Manual,7.0,724452
2990,21.9,74,20,Kia,Petrol,Manual,7.0,297331
1792,17.9,160,12,Hyundai,Diesel,Manual,4.0,544340
2992,26.7,224,3,Honda,Petrol,Automatic,6.0,1202960
2048,16.8,88,17,Tata,Petrol,Manual,10.0,376829
1302,27.6,173,9,Tata,Petrol,Automatic,7.0,409405
2797,18.2,166,10,Tata,Diesel,Manual,5.0,725380
1620,10.3,189,6,Honda,Diesel,Automatic,10.0,1238007
2951,23.3,143,1,Tata,Petrol,Manual,,1057642
2770,21.6,330,12,BMW,Diesel,Manual,4.0,1530814
997,23.5,303,5,Hyundai,Petrol,Automatic,10.0,1081162
2469,27.0,273,13,BMW,CNG,Manual,6.0,1318872
3426,23.5,225,15,Kia,Petrol,Manual,8.0,1026161
3238,20.2,338,11,Suzuki,Diesel,Automatic,,1032302
2002,25.1,118,8,Hyundai,Petrol,Manual,7.0,434869
3401,21.5,149,5,Honda,Petrol,Manual,7.0,1057683
2271,16.2,253,2,BMW,Diesel,Manual,4.0,1522654
2446,25.7,182,12,Audi,Petrol,Automatic,9.0,1368027
2492,12.4,195,2,Hyundai,Petrol,Manual,,887049
2112,22.3,198,16,Honda,Petrol,Manual,6.0,650304
2835,25.6,288,3,Toyota,Petrol,Manual,5.0,1057213
1277,22.6,333,10,Hyundai,Petrol,Manual,5.0,827180
2054,21.9,109,19,Hyundai,Petrol,Automatic,8.0,580866
1722,23.1,177,8,Suzuki,Diesel,Manual,5.0,698587
1219,17.3,261,7,Audi,Diesel,Manual,9.0,1405526
3004,25.5,250,1,Suzuki,Petrol,Manual,9.0,1077881
3397,12.1,240,12,Tata,Petrol,Manual,7.0,810171
1920,10.5,137,5,Hyundai,Diesel,Automatic,8.0,982688
1750,13.7,134,16,Kia,Petrol,Manual,6.0,463189
3136,18.6,340,4,Hyundai,Petrol,Manual,8.0,1097083
2077,18.2,80,17,Tata,Diesel,Manual,10.0,486633
3043,24.4,230,2,Audi,Diesel,Automatic,6.0,1923402
3445,16.1,74,12,Audi,Petrol,Manual,9.0,1465399
2657,17.7,270,1,Kia,Petrol,Manual,5.0,777509
1316,8.3,107,12,Kia,Petrol,Automatic,4.0,490757
2458,16.2,145,12,BMW,CNG,Automatic,8.0,1478496
2665,21.0,208,12,Honda,Petrol,Automatic,8.0,984860
1941,8.3,247,19,Honda,CNG,Manual,7.0,756044
2732,13.6,210,17,BMW,Petrol,Automatic,7.0,1366635
1614,12.2,200,20,Honda,Petrol,Manual,9.0,482392
3075,8.8,128,11,Hyundai,Petrol,Manual,6.0,549326
2700,17.6,319,13,BMW,Diesel,Manual,4.0,1750020
3063,11.6,68,8,BMW,Petrol,Manual,10.0,1314757
2862,22.9,180,10,Honda,Petrol,Automatic,7.0,1163452
2894,25.0,160,8,Toyota,Diesel,Manual,7.0,832261
3171,18.9,208,20,Kia,CNG,Automatic,5.0,887404
929,27.6,205,8,Honda,Petrol,Automatic,5.0,1085741
894,17.0,302,9,Suzuki,Petrol,Manual,9.0,389962
3474,18.3,300,7,Toyota,Diesel,Automatic,9.0,1300768
2755,27.8,102,14,BMW,Diesel,Manual,7.0,1417423
1593,12.6,154,2,Toyota,Petrol,Manual,6.0,876722
2634,26.9,285,11,Hyundai,CNG,Automatic,10.0,1088777
2916,8.9,65,8,Audi,Petrol,Manual,,1182935
2483,16.9,273,13,Toyota,Diesel,Manual,7.0,1244241
810,9.4,265,15,Suzuki,Petrol,Manual,,511357
2665,22.6,126,3,Audi,Petrol,Automatic,6.0,1407457
3397,20.2,159,14,Hyundai,Petrol,Manual,7.0,784954
1511,22.1,71,15,Suzuki,Diesel,Manual,,285824
2870,15.5,296,2,Tata,CNG,Manual,8.0,1121385
1614,15.4,317,19,Audi,Petrol,Automatic,,1120049
1145,8.9,194,12,Tata,Petrol,Manual,7.0,622165
3149,15.0,281,20,Hyundai,Petrol,Manual,6.0,710788
1162,26.6,215,4,Audi,Diesel,Manual,10.0,1342243
3243,15.6,201,3,Audi,CNG,Manual,,1191686
3065,24.6,217,5,Honda,Diesel,Manual,5.0,1206847
2988,24.8,321,3,Suzuki,Petrol,Manual,7.0,1119141
1784,15.5,342,15,Kia,CNG,Manual,6.0,496141
2439,20.6,288,19,Suzuki,Petrol,Manual,7.0,395317
1627,9.9,339,2,Toyota,Petrol,Manual,,1111036
1155,10.1,349,12,Tata,Petrol,Manual,7.0,419726
2147,9.0,227,5,Tata,Petrol,Manual,7.0,970232
2663,19.6,106,17,Suzuki,Diesel,Manual,4.0,407415
926,16.5,262,14,Suzuki,Diesel,Manual,4.0,340861
1403,19.0,273,10,Audi,Petrol,Manual,4.0,1118911
2728,18.4,305,3,Tata,Petrol,Manual,9.0,819131
1813,15.0,83,4,BMW,Petrol,Manual,8.0,1163761
850,21.5,333,6,Kia,Petrol,Manual,9.0,829747
2230,23.2,103,16,Honda,Petrol,Manual,,288143
2592,8.3,215,7,Kia,Petrol,Automatic,9.0,1261686
2436,12.1,258,15,Toyota,Diesel,Manual,9.0,946316
2445,22.3,221,20,Kia,Diesel,Automatic,4.0,524638
3267,15.7,293,11,Honda,CNG,Manual,4.0,740193
2005,21.2,222,1,Toyota,CNG,Manual,5.0,962130
2654,14.9,175,5,Hyundai,Diesel,Automatic,9.0,1265699
1366,15.8,152,13,Audi,Petrol,Manual,8.0,1179771
3218,11.2,101,14,Suzuki,Diesel,Manual,7.0,610744
1735,13.2,343,9,Suzuki,Petrol,Automatic,10.0,944937
2734,20.1,269,17,BMW,Diesel,Manual,10.0,1662300
2132,16.7,265,15,Kia,Petrol,Manual,,807780
1001,23.5,279,7,Tata,Diesel,Manual,8.0,916862
3160,25.1,339,12,Tata,Petrol,Automatic,8.0,926844
916,18.8,195,6,Honda,Petrol,Automatic,5.0,770449
1736,23.2,165,16,Honda,Petrol,Manual,7.0,549855
1374,14.1,177,5,Honda,Petrol,Manual,7.0,789552
3091,16.3,296,9,Tata,CNG,Automatic,4.0,963702
1336,22.3,159,14,Suzuki,Petrol,Manual,4.0,200000
2425,15.7,320,8,Tata,Petrol,Manual,8.0,1029148
2922,19.8,345,14,Honda,CNG,Manual,5.0,694113
1185,11.7,162,12,Audi,Diesel,Manual,7.0,991650
1274,20.0,122,10,Toyota,Petrol,Manual,5.0,758019
1217,25.2,234,20,Suzuki,Petrol,Automatic,6.0,535278
3194,25.4,341,20,Audi,Petrol,Automatic,10.0,1756432
3487,22.5,285,13,Hyundai,Diesel,Manual,7.0,873020
1738,22.9,66,19,Kia,Diesel,Manual,4.0,254688
1754,19.2,186,15,Audi,CNG,Manual,8.0,1080118
1675,19.7,151,8,Kia,Petrol,Manual,5.0,532578
1562,10.7,249,10,Audi,Petrol,Manual,10.0,1218256
2002,16.9,112,3,Hyundai,Petrol,Manual,10.0,990252
2005,17.0,301,3,Audi,Diesel,Manual,10.0,1631915
1463,27.2,191,5,Toyota,Petrol,Manual,4.0,754021
824,16.6,171,16,Suzuki,Petrol,Manual,8.0,435178
2790,19.0,66,17,Kia,Petrol,Manual,4.0,531697
2003,18.7,289,6,BMW,Petrol,Manual,7.0,1436412
1509,20.7,215,20,Tata,Diesel,Manual,5.0,405979
2679,23.0,256,20,Hyundai,Petrol,Automatic,6.0,639759
1984,12.5,282,16,Kia,Petrol,Automatic,9.0,907794
3024,18.6,309,2,Suzuki,Petrol,Manual,10.0,889579
1084,24.5,142,20,Honda,Diesel,Manual,4.0,575955
862,17.3,299,15,Kia,Petrol,Manual,9.0,584306
1802,13.6,322,18,Toyota,Petrol,Manual,5.0,529876
1461,21.1,248,1,BMW,Petrol,Manual,7.0,1435233
3003,24.5,349,19,Toyota,Petrol,Automatic,4.0,888778
2292,9.3,117,12,Kia,Diesel,Manual,,869654
1766,23.5,68,8,Toyota,Petrol,Manual,6.0,586576
1648,24.4,174,6,Honda,CNG,Manual,10.0,749060
1907,17.2,269,12,BMW,Petrol,Manual,6.0,1479724
1488,27.7,100,7,Tata,Diesel,Manual,10.0,775042
947,23.7,232,18,Toyota,Diesel,Manual,8.0,862137
1141,23.5,293,14,Honda,Petrol,Manual,8.0,923212
3323,23.0,340,8,Hyundai,Diesel,Manual,8.0,1054565
1886,11.0,137,20,Honda,Petrol,Automatic,7.0,808975
2524,12.3,167,14,Audi,Petrol,Manual,8.0,1434656
2183,17.3,340,5,Kia,Petrol,Manual,5.0,1109231
3408,13.3,98,9,Suzuki,Petrol,Manual,9.0,917453
1126,16.3,178,8,Kia,Diesel,Manual,9.0,869335
2592,25.8,86,2,Kia,Petrol,Manual,7.0,760540
2559,24.5,163,16,Honda,Diesel,Manual,7.0,701993
1789,20.6,133,13,Honda,Petrol,Manual,8.0,642664
3062,25.2,250,7,Honda,Petrol,Manual,10.0,875947
3282,23.7,206,16,Kia,CNG,Manual,9.0,935630
1751,16.6,314,7,Tata,Diesel,Manual,9.0,853091
1522,12.0,343,14,Toyota,Diesel,Manual,,1052848
2879,18.3,272,14,Tata,Diesel,Manual,7.0,664786
3132,22.7,182,12,BMW,CNG,Manual,6.0,1424519
1228,16.7,265,1,Honda,Petrol,Manual,10.0,920529
2300,21.3,299,1,Honda,Diesel,Manual,6.0,994610
1085,9.9,345,12,Audi,Petrol,Manual,8.0,1451492
2865,23.0,81,20,Audi,Petrol,Automatic,6.0,1233722
1568,24.3,318,15,Hyundai,Petrol,Manual,5.0,697899
3437,22.1,164,4,Hyundai,Petrol,Automatic,5.0,1093760
2194,27.3,317,7,Audi,Petrol,Manual,5.0,1472217
993,24.5,263,16,BMW,Diesel,Manual,7.0,1110888
3349,26.1,321,3,Hyundai,Diesel,Manual,7.0,1116581
1787,26.7,166,7,Suzuki,Petrol,Manual,7.0,566293
1936,24.0,310,6,Suzuki,Petrol,Manual,7.0,1056695
2961,21.5,280,16,BMW,Petrol,Manual,7.0,1836449
2501,8.1,281,8,Audi,Petrol,Automatic,8.0,1974096
1746,17.3,317,6,Hyundai,Diesel,Manual,6.0,1011291
1630,19.4,260,10,Honda,Petrol,Manual,,769172
2720,14.1,317,16,Audi,Petrol,Automatic,6.0,1408984
854,14.4,284,11,Hyundai,CNG,Automatic,8.0,592719
1599,27.2,261,13,BMW,Diesel,Manual,5.0,1146748
1577,25.8,285,6,Suzuki,Diesel,Manual,,1098181
2281,25.0,295,1,Kia,Diesel,Manual,7.0,1317284
2701,16.1,242,19,BMW,Petrol,Manual,,1360547
3009,8.3,259,12,Kia,Petrol,Manual,4.0,649038
2934,9.6,305,6,Hyundai,Diesel,Manual,5.0,1208431
854,14.2,170,18,BMW,Diesel,Manual,4.0,697559
2623,8.3,65,13,Hyundai,Petrol,Automatic,4.0,373305
2001,8.3,295,7,Hyundai,Petrol,Automatic,5.0,1004198
1632,26.3,186,13,Kia,Diesel,Manual,6.0,517752
1112,22.1,163,8,BMW,Petrol,Manual,8.0,998013
2658,14.2,296,17,Toyota,Petrol,Manual,9.0,845364
2807,10.7,214,9,Honda,Petrol,Manual,4.0,818445
2806,18.2,316,20,Audi,Petrol,Manual,7.0,1268875
3290,8.1,294,13,Suzuki,Petrol,Automatic,5.0,877698
2590,26.8,348,2,Honda,Petrol,Manual,10.0,954648
1127,16.3,99,4,Audi,Diesel,Manual,10.0,1490833
3426,16.0,347,2,Audi,Petrol,Manual,4.0,1654017
2087,15.8,256,4,Suzuki,Petrol,Automatic,9.0,784852
2943,9.4,332,18,Honda,Petrol,Automatic,6.0,999538
1911,20.8,323,5,Suzuki,CNG,Automatic,6.0,776754
2111,22.7,116,19,Hyundai,Petrol,Manual,9.0,805555
3338,21.5,157,10,Suzuki,Petrol,Manual,7.0,791382
1251,10.8,196,18,Kia,Diesel,Manual,4.0,569541
2323,19.6,146,10,Kia,Petrol,Manual,7.0,745940
964,19.4,301,5,BMW,Petrol,Automatic,,1568133
981,25.4,258,17,Toyota,Petrol,Manual,10.0,690421
3316,15.6,143,13,Toyota,CNG,Manual,6.0,461024
1709,15.4,301,17,Toyota,Diesel,Manual,8.0,775850
1622,20.4,340,9,Honda,CNG,Manual,6.0,971744
1743,20.7,311,12,Kia,Petrol,Manual,5.0,1287959
2801,17.4,249,14,Honda,Diesel,Manual,8.0,838462
2854,16.9,211,14,Hyundai,Petrol,Manual,7.0,863383
1129,17.9,337,8,Tata,Diesel,Manual,6.0,672103
1574,25.2,198,5,Toyota,Diesel,Automatic,,1321106
2998,17.2,235,19,Hyundai,Petrol,Manual,5.0,514250
946,26.8,67,14,Kia,Diesel,Manual,8.0,569732
1714,18.1,294,9,Tata,Petrol,Manual,5.0,478456
2371,27.0,222,7,Toyota,Petrol,Manual,8.0,868096
2108,24.7,108,8,Honda,CNG,Automatic,8.0,823278
881,15.2,97,14,Tata,Petrol,Manual,8.0,592437
1313,25.3,195,14,BMW,Petrol,Manual,9.0,918262
2720,10.2,278,11,BMW,Petrol,Automatic,7.0,1854246
2739,26.5,93,14,BMW,Diesel,Automatic,8.0,1525742
1545,20.6,138,8,Suzuki,Petrol,Manual,8.0,629969
2209,9.1,295,3,BMW,Petrol,Manual,5.0,1728703
1506,20.9,332,18,Audi,Diesel,Manual,8.0,1032223
1270,27.5,220,3,Toyota,Petrol,Automatic,7.0,1055981
1195,9.4,234,13,BMW,Petrol,Manual,10.0,1102484
2355,19.1,280,12,Tata,Diesel,Manual,9.0,1027603
3108,23.0,68,15,Kia,Petrol,Manual,9.0,750043
1604,24.2,348,18,Audi,Diesel,Manual,5.0,1123819
1733,16.3,172,5,Audi,Petrol,Automatic,10.0,1458702
2079,12.1,264,7,Audi,CNG,Automatic,8.0,1599063
2557,8.8,245,11,Hyundai,CNG,Manual,5.0,909648
1704,19.6,256,11,Tata,Petrol,Manual,9.0,626378
1876,17.1,325,15,Hyundai,Petrol,Manual,7.0,586647
2690,27.0,321,10,Audi,CNG,Automatic,5.0,1591085
2323,9.2,307,15,Suzuki,Petrol,Automatic,7.0,573211
2187,21.7,174,13,BMW,Petrol,Automatic,10.0,1304488
2103,8.5,180,14,Kia,Diesel,Automatic,10.0,740149
1392,11.4,200,17,Toyota,Diesel,Manual,6.0,561243
3479,17.1,124,13,Tata,Diesel,Automatic,8.0,763509
2906,17.1,335,10,Suzuki,Petrol,Manual,7.0,543633
927,21.7,298,1,Honda,Petrol,Manual,8.0,764391
1535,26.2,69,1,Hyundai,Diesel,Manual,10.0,951417
3373,20.8,292,15,BMW,Diesel,Manual,7.0,1535749
1320,27.1,254,16,BMW,Diesel,Automatic,4.0,1126282
3399,25.6,71,12,Honda,CNG,Manual,10.0,1120915
1036,19.7,236,6,Honda,Diesel,Automatic,4.0,897871
2104,24.7,236,6,Tata,Petrol,Manual,4.0,761913
2581,20.9,276,12,BMW,Diesel,Manual,10.0,1578852
2101,9.6,70,15,Honda,Petrol,Manual,7.0,953939
3341,22.8,177,4,BMW,Petrol,Manual,9.0,1683021
2851,9.9,223,4,Suzuki,Petrol,Manual,9.0,833897
1241,19.9,98,2,Tata,Diesel,Manual,8.0,904365
2876,22.1,112,12,Kia,CNG,Automatic,4.0,648253
3457,9.3,277,7,Honda,Petrol,Manual,8.0,1175341
1604,12.6,265,20,Suzuki,Petrol,Manual,7.0,468208
874,26.3,115,9,Suzuki,Petrol,Automatic,,494625
2975,20.3,177,9,Honda,Diesel,Manual,8.0,1121274
2889,12.9,312,8,Tata,Diesel,Manual,4.0,1001318
2179,21.8,345,14,BMW,Petrol,Manual,10.0,1425556
840,19.9,327,1,Kia,Diesel,Manual,9.0,816182
2881,18.0,350,12,Audi,Petrol,Manual,5.0,1380353
2500,27.5,239,2,BMW,Petrol,Manual,6.0,1403421
2201,21.7,294,13,Toyota,Petrol,Manual,7.0,600152
1387,15.5,255,4,Honda,Diesel,Manual,7.0,1020762
2422,24.0,139,20,Hyundai,Petrol,Manual,7.0,727571
1141,25.7,194,18,Tata,Diesel,Manual,6.0,609548
2874,10.5,81,19,Honda,Petrol,Automatic,5.0,367999
1445,12.0,284,16,Toyota,Petrol,Manual,9.0,693200
1530,12.3,117,14,Suzuki,Petrol,Manual,,311731
967,21.8,152,8,Hyundai,Petrol,Automatic,9.0,765066
1409,20.1,251,12,Hyundai,Petrol,Automatic,7.0,720788
3115,20.4,162,9,BMW,Diesel,Automatic,8.0,2017861
2572,26.8,66,6,Audi,Petrol,Automatic,4.0,1301190
2840,23.5,187,18,BMW,Diesel,Manual,9.0,1136546
1254,10.6,114,2,Tata,Petrol,Manual,4.0,439548
2508,15.0,290,8,Hyundai,Petrol,Manual,4.0,856050
1501,16.7,121,14,Kia,Petrol,Manual,10.0,601086
3481,15.9,299,6,Kia,CNG,Manual,9.0,750321
2399,21.4,149,10,Hyundai,Petrol,Manual,7.0,520680
929,25.8,291,8,Kia,Petrol,Automatic,6.0,767873
2645,14.1,292,17,Kia,CNG,Manual,7.0,471604
2186,19.0,211,12,Audi,Petrol,Manual,4.0,855759
1492,23.8,204,17,Tata,Diesel,Manual,4.0,439364
2194,16.3,189,13,Honda,Petrol,Manual,7.0,709112
1593,11.4,200,19,Audi,Diesel,Automatic,6.0,963833
828,17.5,152,12,Suzuki,Petrol,Automatic,6.0,392491
948,9.1,173,16,BMW,CNG,Automatic,10.0,1001779
2119,26.8,343,5,Kia,Petrol,Manual,8.0,821255
2858,9.5,202,16,Honda,Petrol,Automatic,5.0,921555
1936,16.8,282,6,BMW,Petrol,Manual,4.0,1326265
986,18.6,291,11,Kia,Petrol,Automatic,6.0,744840
2050,27.7,92,17,Audi,Diesel,Manual,9.0,1178463
2133,11.3,335,14,Honda,Petrol,Manual,10.0,1088793
897,10.3,229,6,Audi,Petrol,Automatic,4.0,1375400
854,8.2,199,11,Suzuki,Petrol,Manual,5.0,595144
3470,11.1,260,12,Toyota,Petrol,Automatic,9.0,1234813
1557,12.1,82,13,Hyundai,Petrol,Manual,4.0,418394
1205,20.6,283,4,Tata,Petrol,Automatic,10.0,848283
2916,12.4,329,7,Honda,Diesel,Automatic,10.0,1368064
2112,8.4,212,2,Hyundai,CNG,Manual,6.0,792438
2585,24.5,144,6,Toyota,Petrol,Manual,8.0,997973
1550,15.3,168,6,Honda,Diesel,Manual,7.0,766213
2562,15.1,90,18,Hyundai,Petrol,Automatic,10.0,756216
1164,14.0,288,20,Hyundai,Petrol,Manual,9.0,499079
2826,27.5,299,8,Honda,Petrol,Manual,7.0,1082008
1281,11.4,200,8,Hyundai,Petrol,Manual,6.0,586463
3048,26.0,215,8,Hyundai,Petrol,Manual,6.0,785521
953,23.5,158,8,Honda,Diesel,Manual,9.0,679787
2324,9.5,106,1,Tata,CNG,Manual,5.0,736354
2920,27.7,126,2,Hyundai,Petrol,Automatic,10.0,1116130
3143,13.4,121,12,Hyundai,Petrol,Manual,9.0,771809
1840,10.0,168,15,Tata,CNG,Manual,4.0,495951
2464,24.6,226,4,BMW,Petrol,Manual,,1509546
2040,22.1,96,3,Suzuki,Diesel,Manual,7.0,896182
860,20.3,178,14,BMW,Petrol,Automatic,4.0,753231
1738,11.1,145,8,Kia,Petrol,Manual,5.0,599964
2439,17.6,111,13,Toyota,Petrol,Manual,7.0,500633
2889,23.6,150,19,BMW,Diesel,Manual,4.0,1094151
824,14.1,348,5,BMW,Diesel,Automatic,8.0,1533746
1862,14.2,263,13,Toyota,Petrol,Automatic,10.0,1074283
930,8.1,297,20,Hyundai,Diesel,Manual,9.0,755018
2052,11.5,214,1,Hyundai,Petrol,Manual,,1026600
907,25.5,299,16,BMW,Petrol,Manual,9.0,1092052
971,16.8,195,2,Toyota,Diesel,Automatic,8.0,874240
2258,27.7,123,7,Hyundai,Petrol,Manual,10.0,698434
901,15.9,182,6,Audi,Petrol,Automatic,5.0,1372751
3371,22.3,313,5,Honda,Petrol,Automatic,10.0,1667152
3122,13.6,173,4,Honda,CNG,Automatic,6.0,1083942
2436,15.3,79,2,Suzuki,Diesel,Manual,4.0,642256
1840,11.8,75,10,Honda,Diesel,Manual,5.0,905977
1129,14.9,204,5,BMW,Petrol,Automatic,6.0,1272850
2320,18.9,267,18,Honda,Diesel,Manual,9.0,947088
811,27.8,78,10,Honda,Petrol,Manual,9.0,783336
2141,21.3,225,15,Audi,CNG,Manual,,900062
1015,12.0,97,9,Hyundai,Petrol,Manual,6.0,657153
1138,8.9,240,11,Audi,Petrol,Manual,4.0,1043871
2599,10.5,164,17,BMW,Petrol,Manual,4.0,1059366
2550,19.3,159,9,Honda,Diesel,Manual,6.0,783985
2308,23.3,149,16,Tata,Diesel,Manual,7.0,532451
3221,26.8,138,6,Hyundai,Petrol,Manual,9.0,991063
1509,8.3,132,11,Suzuki,Petrol,Manual,5.0,278376
2023,18.5,235,17,Suzuki,Diesel,Manual,4.0,589366
3313,17.4,155,4,Kia,Petrol,Automatic,10.0,1210296
1912,21.1,162,15,Kia,Diesel,Automatic,,897282
2091,19.2,283,1,Honda,CNG,Automatic,7.0,887323
1288,21.7,65,20,Honda,Petrol,Automatic,8.0,706216
2361,21.2,181,1,Suzuki,Petrol,Manual,6.0,1020672
846,10.3,295,9,Suzuki,Petrol,Manual,10.0,715255
1577,24.0,175,12,Tata,Petrol,Manual,7.0,420220
1839,10.5,222,4,BMW,Petrol,Manual,8.0,1430437
1510,22.0,285,13,Honda,Diesel,Manual,7.0,843193
1200,16.3,289,7,Suzuki,Petrol,Manual,4.0,644514
2617,18.3,241,8,Tata,Petrol,Automatic,,928306
1049,26.1,308,13,Toyota,Diesel,Manual,10.0,880983
1190,25.8,269,11,Suzuki,Diesel,Manual,8.0,648796
1134,24.4,203,9,Hyundai,CNG,Automatic,7.0,713855
1428,18.2,155,16,Hyundai,Petrol,Automatic,8.0,577247
936,22.7,303,10,Toyota,Diesel,Manual,5.0,702339
2321,18.3,145,11,Kia,CNG,Automatic,10.0,689194
1626,25.4,243,12,BMW,Petrol,Manual,6.0,1450064
1526,16.1,180,14,Kia,Petrol,Automatic,4.0,815365
2300,27.4,151,19,Honda,Petrol,Manual,8.0,758459
3441,26.6,129,12,Kia,Diesel,Manual,9.0,1113798
1789,22.8,192,18,Honda,Petrol,Automatic,7.0,854920
3219,13.6,338,17,Suzuki,CNG,Manual,9.0,759333
1734,10.6,196,3,Hyundai,Diesel,Manual,8.0,702299
1201,25.1,246,1,BMW,Petrol,Manual,10.0,1476941
2266,11.3,280,19,BMW,Petrol,Manual,9.0,1235430
1414,25.1,105,4,BMW,Petrol,Automatic,7.0,1175807
2096,17.8,337,16,Suzuki,Petrol,Manual,8.0,462173
1982,16.1,251,12,Honda,Diesel,Manual,4.0,908289
