age,monthly_charges,total_usage_gb,tenure_months,support_calls,late_payments,gender,contract_type,payment_method,internet_type,region,customer_segment,churn
41.0,4344.7329201631055,358.0374072248958,,13.0,7.0,Male,Quarterly,Credit Card,DSL,West,,Yes
,2715.2503540161565,103.61156107255628,100.0,12.0,,,Monthly,UPI,Fiber,,,No
67.0,1612.5398348142967,445.6564263049063,,10.0,6.0,Female,Monthly,Debit Card,DSL,South,Standard,Yes
52.0,4418.374555726301,147.26775025046197,60.0,13.0,7.0,Male,Quarterly,Credit Card,Fiber,North,Basic,Yes
,2503.873647511995,187.05406393929567,,11.0,2.0,Female,Monthly,Net Banking,,East,,
50.0,2816.678092683606,33.75551627977315,,1.0,1.0,Male,Yearly,UPI,DSL,South,Premium,
68.0,,60.19854509903182,58.0,10.0,6.0,Male,Monthly,Debit Card,,West,,Yes
60.0,3168.2788314571735,260.3516418426024,99.0,11.0,7.0,Male,Quarterly,,,East,Premium,Yes
,,137.4583749803459,110.0,14.0,0.0,Female,Quarterly,,Mobile,South,Basic,
29.0,2259.8669149329235,418.5627117423862,104.0,8.0,9.0,Male,Monthly,Credit Card,Mobile,West,,Yes
20.0,,,56.0,,8.0,Female,Quarterly,,Fiber,,,
18.0,,,28.0,2.0,3.0,Female,,Net Banking,DSL,West,Basic,No
50.0,3455.3149904358147,171.98604565070087,1.0,,3.0,,Yearly,UPI,,,Standard,
57.0,1963.3552890111268,14.567177304212512,42.0,10.0,2.0,,Quarterly,Debit Card,Fiber,,,No
,3980.629065589703,66.56235750525255,82.0,14.0,5.0,Female,Yearly,Debit Card,DSL,West,Premium,Yes
60.0,1088.9314732325743,,48.0,8.0,0.0,Male,Yearly,Credit Card,Mobile,North,,
61.0,4864.194702853451,248.96796930148608,40.0,,5.0,Female,Monthly,,Fiber,West,,No
46.0,2542.052936226377,205.1234248911602,97.0,3.0,1.0,,Yearly,Credit Card,Mobile,East,Standard,No
,1562.2270850590878,267.81415081398643,63.0,11.0,8.0,Female,,UPI,Mobile,,,Yes
,830.735362985057,299.59017907831236,76.0,0.0,1.0,,Quarterly,Debit Card,DSL,,Premium,
48.0,1263.9105728939335,9.912291458278638,72.0,,6.0,Male,Monthly,Credit Card,Fiber,,Basic,No
,2838.9827685020796,,,13.0,0.0,Male,Quarterly,Credit Card,Fiber,South,,
19.0,,481.9321242393562,80.0,8.0,6.0,,Quarterly,UPI,Mobile,,Standard,No
,4229.975146471743,261.9209786641266,114.0,1.0,4.0,Female,Quarterly,Net Banking,Mobile,North,Basic,No
,,340.38342239218184,4.0,2.0,7.0,Male,,UPI,DSL,East,Premium,Yes
,1619.2142266443345,159.3726096688572,38.0,9.0,3.0,Female,Quarterly,Net Banking,Mobile,South,Standard,
40.0,3277.152439718135,388.12573218561744,108.0,7.0,9.0,Female,Monthly,,DSL,East,Standard,No
34.0,3680.4974759845063,387.59613352867694,27.0,5.0,,,Quarterly,Debit Card,Fiber,South,,No
43.0,1251.6885855542744,263.0415435887988,9.0,7.0,5.0,,Yearly,Credit Card,DSL,West,,No
25.0,1254.2864732974294,488.1268425232107,111.0,6.0,,,Yearly,UPI,,North,Standard,Yes
,665.0214212009433,,,13.0,3.0,,Quarterly,,Fiber,East,,Yes
,3813.8090677953824,13.389094120342591,56.0,12.0,6.0,,Yearly,UPI,,South,Standard,Yes
27.0,3487.120374298123,,76.0,12.0,4.0,Male,Monthly,Credit Card,,West,,
43.0,2635.8389408741623,404.54199099561686,,4.0,4.0,Male,Monthly,UPI,DSL,West,Basic,No
51.0,4298.767020361387,64.50257841468525,88.0,8.0,0.0,Female,,Net Banking,Mobile,South,,No
68.0,4125.51568827524,136.46350231451,119.0,3.0,1.0,Male,Quarterly,Credit Card,Mobile,South,Standard,No
58.0,,,14.0,5.0,4.0,Male,Quarterly,Net Banking,Fiber,South,Basic,No
,4407.220762309664,150.18776233637954,109.0,1.0,,Male,Yearly,Debit Card,Fiber,North,,Yes
21.0,1426.285445165457,387.7052275897424,25.0,14.0,1.0,,Yearly,Debit Card,Fiber,South,Basic,No
,1003.6382872897755,261.39046121772657,34.0,,3.0,,,UPI,DSL,South,,Yes
62.0,1713.8732518264533,177.30731861830262,67.0,1.0,,Female,Yearly,Net Banking,Mobile,North,Premium,
28.0,756.8908524019168,189.0109509786335,24.0,9.0,3.0,Female,Monthly,Net Banking,Fiber,West,,No
,2890.262876004644,5.670044729156737,,6.0,3.0,Female,Yearly,Credit Card,,South,Standard,Yes
53.0,4714.7256153273265,153.40126114479176,106.0,12.0,2.0,Male,Monthly,,Fiber,East,Basic,
,677.0459330082934,324.9970771107756,73.0,,6.0,Female,Quarterly,Net Banking,DSL,West,,No
38.0,1049.4946130451206,487.2262496890968,26.0,,8.0,Male,Yearly,Credit Card,,East,Premium,Yes
53.0,2534.8956272754585,424.29510935703024,20.0,14.0,4.0,Female,Monthly,Credit Card,,,,Yes
27.0,4702.437578875572,16.679507499536918,64.0,,3.0,Male,Yearly,Net Banking,DSL,,Premium,No
54.0,,449.7874993140455,104.0,14.0,1.0,Female,Quarterly,UPI,DSL,North,,
,,392.68321458281986,10.0,12.0,1.0,Female,,Credit Card,Fiber,North,Standard,Yes
41.0,687.0778657267645,391.2861811676353,83.0,1.0,4.0,,Yearly,Credit Card,,,Premium,No
52.0,1167.5444043293999,231.70790070676787,67.0,14.0,6.0,Female,Yearly,,DSL,South,Premium,Yes
66.0,4939.835553314811,202.0126200124789,24.0,8.0,,Female,Quarterly,Net Banking,Mobile,East,Premium,No
,4843.034133962205,154.94328577243036,5.0,6.0,,Female,Quarterly,Credit Card,DSL,North,Premium,
,522.2299142048432,37.51895518241106,67.0,10.0,,,Monthly,,Mobile,,Basic,Yes
,,117.97650492938105,,,6.0,,,Credit Card,Fiber,West,Standard,No
35.0,3376.0397201697515,127.06879931412219,27.0,2.0,4.0,Male,Yearly,UPI,Fiber,South,Basic,No
,4405.6323253401,,80.0,6.0,,Female,Quarterly,UPI,Mobile,South,,Yes
56.0,2546.329350352366,374.9849812653635,113.0,4.0,9.0,Male,Quarterly,,DSL,West,Standard,No
49.0,,239.53586505698357,15.0,,,Male,Monthly,Credit Card,Fiber,North,Premium,Yes
41.0,2699.809611156141,33.6330024763445,35.0,13.0,5.0,Male,Yearly,Debit Card,Mobile,,,No
40.0,3500.8891589574696,479.10595148916093,76.0,,2.0,,Yearly,Debit Card,,North,Basic,Yes
,1128.430646403408,471.6485379515856,105.0,5.0,4.0,,Monthly,Net Banking,Mobile,West,Standard,Yes
54.0,634.8811544270508,393.66882385846213,53.0,,7.0,Male,,Net Banking,DSL,,Premium,Yes
29.0,1885.6847371603592,495.70731127428917,44.0,11.0,0.0,Female,Quarterly,,DSL,North,Standard,
66.0,,,26.0,,0.0,Male,Quarterly,Credit Card,DSL,South,,Yes
30.0,,481.570333375337,47.0,8.0,,Female,,,DSL,East,Basic,No
,3530.445949962128,42.42449510529163,34.0,0.0,,Female,Monthly,Debit Card,,,Premium,No
42.0,4864.604207482717,186.0119703893788,87.0,2.0,4.0,Male,Yearly,,Mobile,North,Standard,Yes
52.0,922.5532210523827,116.56372766334908,,10.0,0.0,,Monthly,UPI,Mobile,North,Basic,Yes
58.0,,101.93737664646366,50.0,6.0,8.0,Female,Monthly,UPI,Mobile,West,,No
,2496.87598687057,74.69745970187466,84.0,5.0,0.0,Male,Yearly,Net Banking,Mobile,North,,
,,313.09475257516834,12.0,6.0,4.0,Male,Monthly,Credit Card,DSL,South,Standard,
66.0,,391.754318594916,87.0,7.0,,Male,,,Fiber,North,,No
37.0,3616.81678501774,291.2577077130785,4.0,5.0,,Male,Quarterly,Net Banking,Fiber,South,Standard,
65.0,4271.518803416496,77.74654124616379,87.0,,3.0,,Yearly,Debit Card,Mobile,South,Standard,
42.0,,406.5062661170681,48.0,1.0,7.0,Male,Monthly,Debit Card,Mobile,South,Premium,
39.0,,319.7975800460456,55.0,11.0,5.0,Male,Quarterly,,Fiber,,Basic,
,2737.286438037923,197.1420245328628,112.0,,2.0,Female,Quarterly,,DSL,South,Basic,No
,3280.3125809054623,338.69449629035114,1.0,11.0,3.0,Male,Quarterly,Debit Card,Mobile,West,,No
66.0,4410.072430154232,,118.0,11.0,,Female,,UPI,DSL,North,Premium,No
53.0,3067.7438598747335,,89.0,11.0,0.0,Female,Monthly,UPI,Fiber,West,Premium,No
29.0,636.7417686357659,459.1554923503352,66.0,10.0,7.0,Female,Monthly,,Fiber,East,Premium,No
58.0,,148.7997303073531,30.0,0.0,0.0,Female,Monthly,Debit Card,,North,Premium,No
36.0,,237.64419273817862,3.0,2.0,0.0,Male,Monthly,Debit Card,DSL,,Premium,No
29.0,3544.310235997609,445.61986301102723,,11.0,3.0,Female,Quarterly,Credit Card,,,,No
,,355.3220683824261,,,9.0,Female,Yearly,Credit Card,Fiber,East,,Yes
,3464.9846160469574,35.79059695152786,84.0,3.0,,Female,,UPI,DSL,East,Basic,No
,2272.389825443713,77.91500691809031,49.0,,,Female,Quarterly,UPI,Mobile,West,,No
31.0,3430.5483966867146,8.881587432098826,116.0,13.0,8.0,,Quarterly,,Mobile,North,Standard,Yes
48.0,979.6686363859583,,,0.0,0.0,Male,Yearly,Debit Card,Mobile,North,Basic,Yes
,3460.303870713662,226.59834557815708,85.0,4.0,6.0,Male,Yearly,,,North,,Yes
,,71.4660511966264,62.0,9.0,9.0,Female,,Credit Card,Mobile,West,,No
64.0,716.9541748725021,479.1773899231014,97.0,2.0,4.0,Male,,Net Banking,DSL,,Basic,No
33.0,,267.18156335308186,116.0,1.0,7.0,Male,Monthly,Credit Card,Mobile,South,,No
22.0,2331.0858232529176,124.73718058588014,,14.0,6.0,Female,Monthly,,Fiber,North,Premium,
52.0,4418.390526517666,252.79876772158025,15.0,2.0,,Female,Yearly,UPI,Mobile,West,Basic,
29.0,,341.41206470387834,,7.0,3.0,Female,Quarterly,,Fiber,West,Standard,
,3051.573174440005,42.73841289691442,52.0,5.0,5.0,Male,Yearly,Credit Card,,South,Basic,No
,,140.97838844870654,79.0,12.0,,Female,Monthly,,DSL,East,Basic,
38.0,4453.3200258560655,404.44791798757683,46.0,13.0,8.0,,Monthly,Debit Card,DSL,North,Basic,
53.0,2318.6314474296487,232.5341108493173,25.0,6.0,4.0,,,Net Banking,Mobile,North,Basic,
,,,21.0,11.0,7.0,,Monthly,,Fiber,West,Standard,No
33.0,,,88.0,5.0,4.0,Female,Quarterly,UPI,Fiber,,,No
,4135.306738735664,26.730471608287534,5.0,5.0,,,,Debit Card,DSL,North,,
62.0,3930.283106494771,87.04614101097718,70.0,11.0,5.0,Female,Quarterly,Net Banking,DSL,South,Premium,Yes
,,225.543111177236,113.0,2.0,8.0,Female,Quarterly,,Mobile,East,Basic,
56.0,2460.1249166581983,108.54680537692427,,11.0,,Female,Monthly,Credit Card,Fiber,East,Premium,Yes
,4180.253972787597,29.739619186540974,,12.0,0.0,Female,Quarterly,,DSL,West,Standard,No
48.0,,422.6065837056527,108.0,13.0,,Female,Yearly,Debit Card,Mobile,West,Premium,No
,2950.2009408238227,490.69030193623735,,7.0,2.0,Male,Quarterly,Net Banking,Fiber,North,Premium,No
52.0,525.9139722415471,,87.0,11.0,9.0,,Quarterly,Net Banking,Fiber,West,Premium,Yes
40.0,1960.6362345512164,427.6235362438102,,6.0,4.0,Male,,Debit Card,DSL,East,Basic,Yes
,2149.07690692129,124.77867950693746,91.0,6.0,2.0,Male,Quarterly,Credit Card,Mobile,North,Premium,Yes
,,480.51035287903386,18.0,5.0,8.0,,Quarterly,,DSL,North,,No
28.0,3629.60243010438,,,4.0,,Female,Monthly,Debit Card,Mobile,East,Standard,No
35.0,2248.5114557165557,475.957756129107,92.0,9.0,2.0,Female,Yearly,UPI,Fiber,North,Standard,
,,497.43555051314576,99.0,7.0,,Male,Monthly,Credit Card,Mobile,South,Standard,Yes
,,357.3027888442941,86.0,4.0,,Male,Yearly,,,South,Premium,No
,2179.63306233203,490.6661472369518,104.0,8.0,6.0,Male,Yearly,UPI,Mobile,North,Basic,No
,1522.7133226841815,,23.0,8.0,3.0,Female,,Credit Card,Mobile,West,,No
61.0,829.3816569579964,133.4731826721647,,0.0,3.0,Female,Yearly,Credit Card,Mobile,South,,Yes
34.0,3215.5186702162005,,,5.0,,Female,Yearly,Net Banking,DSL,North,Basic,Yes
55.0,3506.9575934975733,298.81266301249906,,6.0,4.0,Male,Quarterly,Net Banking,Mobile,South,Basic,Yes
24.0,3287.706557043265,41.17537320337242,114.0,2.0,7.0,Male,Monthly,Credit Card,Mobile,West,,Yes
63.0,,313.0599159855368,10.0,6.0,6.0,Male,,Credit Card,Fiber,,Standard,No
30.0,,490.68302919733577,,,6.0,,Quarterly,UPI,,North,Basic,
57.0,4385.001423073214,99.10328664294518,52.0,10.0,5.0,Female,,,Fiber,North,,No
59.0,2835.8680331129813,397.33458256274974,113.0,6.0,2.0,Male,Monthly,Credit Card,DSL,North,Standard,
26.0,2656.3184493337894,454.4099029209116,72.0,,4.0,Male,Quarterly,UPI,DSL,,Premium,No
,615.3892961289606,472.1322884460093,119.0,12.0,0.0,,Quarterly,Debit Card,Mobile,North,Basic,No
,2035.6152243177037,480.2671241806964,75.0,,6.0,,Monthly,UPI,DSL,,Premium,No
,,263.12252116712864,61.0,1.0,,Female,,,Mobile,West,Premium,No
,2294.702514036052,488.7674144557943,64.0,,,Male,Yearly,Net Banking,DSL,,Basic,No
46.0,3110.7756615229955,379.8685525315472,5.0,,1.0,,Yearly,UPI,Mobile,West,Premium,Yes
54.0,,,109.0,0.0,,Female,Monthly,Credit Card,,West,,
55.0,3235.572917570501,241.06555270164515,53.0,4.0,2.0,Female,,Credit Card,Fiber,East,,No
,3941.9746769395774,360.573931809142,55.0,8.0,,,,,Fiber,West,Basic,
25.0,4158.435824222421,127.43345633044625,37.0,6.0,6.0,,Yearly,,Fiber,South,,Yes
,3731.553843019225,,56.0,6.0,5.0,Male,Yearly,Credit Card,Fiber,West,Standard,
62.0,,334.96723712807653,59.0,10.0,,,Quarterly,,Mobile,,Standard,No
18.0,582.0466220436274,85.53637318524011,109.0,12.0,9.0,,Yearly,,DSL,South,Standard,No
,1381.0009355759576,284.71722966411437,102.0,11.0,3.0,Female,Quarterly,UPI,Mobile,South,,No
69.0,534.0329374016395,386.9553209344108,93.0,1.0,8.0,Female,Yearly,Net Banking,Fiber,East,,Yes
34.0,3413.6362136957136,251.95335394529124,69.0,7.0,0.0,Female,Monthly,,Fiber,,Standard,No
,4541.137470274942,10.991042804173176,73.0,2.0,,Female,,,DSL,West,Basic,Yes
,,,59.0,14.0,3.0,Male,,Debit Card,Fiber,South,Standard,
62.0,4671.6554515833795,181.72952526515604,112.0,7.0,2.0,,Monthly,,Mobile,West,Premium,No
,771.2032563030239,463.4660638737321,2.0,2.0,0.0,,Monthly,Credit Card,Mobile,,Standard,No
53.0,4704.962120624814,118.19500590378634,65.0,9.0,4.0,Male,Monthly,UPI,Mobile,East,,Yes
23.0,,319.0100259914851,104.0,6.0,,Male,Monthly,Credit Card,Mobile,South,,
,956.3937280214743,114.92755599319368,,1.0,1.0,Male,Quarterly,Credit Card,Mobile,North,,
,2686.4229163384653,164.22664488147657,51.0,3.0,4.0,,Quarterly,,DSL,South,Standard,Yes
61.0,1655.4945547422858,424.7808343527346,30.0,10.0,,,Quarterly,,,,Basic,No
56.0,1781.9280588286526,365.7864139236237,11.0,5.0,,,Monthly,UPI,Fiber,East,,Yes
44.0,1882.8048421682895,52.22264227003926,92.0,10.0,0.0,Female,Yearly,Debit Card,Fiber,East,,No
27.0,4113.616540246985,217.20750038828464,108.0,8.0,6.0,,Quarterly,Net Banking,Fiber,West,Basic,Yes
43.0,2926.225745038645,19.439033004405914,,4.0,3.0,Male,Yearly,,Fiber,South,,Yes
,1900.8846462020165,,39.0,,7.0,Female,Yearly,Debit Card,,West,Premium,
56.0,3246.5020248991327,332.9048357920287,90.0,8.0,,,Monthly,Net Banking,Fiber,West,,No
20.0,3722.678034004371,63.658798681085024,,14.0,5.0,,Monthly,Net Banking,DSL,South,Basic,Yes
62.0,1726.8080033009019,147.998044760037,72.0,4.0,8.0,Male,Monthly,,Fiber,East,Standard,Yes
30.0,2360.970956864082,201.9291296235677,63.0,,4.0,,Quarterly,Debit Card,,North,Basic,No
67.0,1048.487420016264,460.1678572047446,64.0,7.0,3.0,,Monthly,,DSL,North,,Yes
45.0,1315.1720729060614,496.6612326343672,61.0,12.0,7.0,,Quarterly,Credit Card,DSL,South,,No
,,27.231093002829848,54.0,12.0,,Female,Quarterly,Credit Card,Fiber,South,Standard,No
45.0,1316.4725646303214,381.69892213021905,92.0,0.0,3.0,Male,Quarterly,Credit Card,DSL,East,Basic,Yes
,,189.0034128691599,94.0,6.0,2.0,,Quarterly,Credit Card,Mobile,,Basic,Yes
,3690.708177750947,199.2668021835926,73.0,3.0,7.0,Female,Monthly,Credit Card,Mobile,South,Basic,No
56.0,,378.36116180677624,103.0,4.0,4.0,Female,Quarterly,,Fiber,,,Yes
,3052.904988330066,459.6210839119773,,5.0,1.0,Male,Monthly,Net Banking,Mobile,East,Basic,Yes
20.0,,475.70965427876143,58.0,4.0,9.0,,Monthly,,Mobile,,,Yes
30.0,4833.170938569109,290.67568008896876,85.0,11.0,8.0,Female,Quarterly,UPI,Mobile,South,,Yes
,2675.9554102396614,,56.0,0.0,2.0,Male,Monthly,,Fiber,North,,No
66.0,4126.966473988212,,111.0,11.0,1.0,Male,Yearly,Net Banking,Fiber,South,Basic,
42.0,,129.24568471483863,,8.0,0.0,Male,Monthly,UPI,Mobile,North,,Yes
50.0,695.3563978466863,284.2166442725913,119.0,1.0,7.0,Male,Monthly,,,North,Basic,No
55.0,3349.1811901731007,182.49633845481222,31.0,,2.0,Female,Quarterly,,DSL,North,Basic,Yes
23.0,4781.315039929957,330.0323814853987,52.0,9.0,6.0,Male,Quarterly,UPI,Mobile,West,,Yes
61.0,,,89.0,1.0,0.0,Female,Monthly,Credit Card,Fiber,East,Basic,Yes
,4186.349867420556,,76.0,8.0,,Female,,Debit Card,Fiber,East,,Yes
49.0,4478.929085067835,459.52834790434133,1.0,5.0,8.0,Female,Yearly,UPI,,West,,No
62.0,,55.39282306002077,55.0,10.0,7.0,,Yearly,Debit Card,,East,Premium,Yes
,,255.44916432879117,22.0,8.0,2.0,Female,Quarterly,UPI,Mobile,West,Basic,No
38.0,3249.4144498294627,114.32212756668942,40.0,12.0,,Male,Monthly,UPI,Fiber,,,Yes
33.0,2349.6281141301715,24.270331846205387,101.0,5.0,2.0,Female,Yearly,Credit Card,DSL,West,Premium,No
38.0,,22.829315054256064,,5.0,3.0,Female,Yearly,,Mobile,East,Standard,No
28.0,4550.104055291051,91.73477719238454,1.0,12.0,,,Monthly,,DSL,East,Basic,No
54.0,,434.05132548047015,65.0,10.0,,Male,Quarterly,Net Banking,Mobile,South,Premium,
53.0,1565.9175153851693,144.8269782686282,63.0,,0.0,Female,,Credit Card,Fiber,,,Yes
52.0,4012.3648185973784,475.47728943477136,106.0,,0.0,Female,Monthly,Credit Card,DSL,South,Premium,
36.0,1736.6271599666125,292.9030350296508,54.0,7.0,9.0,Male,Monthly,,Fiber,,Premium,
37.0,4201.764433311553,,42.0,2.0,,Female,Yearly,Net Banking,Mobile,West,,No
35.0,2406.8221414194327,292.14397316138,21.0,,5.0,,Quarterly,Credit Card,Mobile,South,Premium,No
64.0,3503.974546811617,260.76570068700255,79.0,4.0,1.0,,Yearly,UPI,Mobile,South,Standard,No
,,380.59424560987594,81.0,2.0,1.0,,Monthly,UPI,Mobile,East,Premium,Yes
,3307.3669610445786,,22.0,0.0,6.0,Female,Yearly,UPI,Mobile,,Premium,No
31.0,2532.954554317531,179.75994384214968,38.0,7.0,0.0,,Quarterly,Net Banking,DSL,,,
,3139.7380842896337,447.5766797539591,99.0,2.0,,,Monthly,UPI,Mobile,North,Basic,Yes
,1256.0639348518853,473.4959740094507,,1.0,7.0,,,UPI,Fiber,West,Basic,
,3815.9318522488197,446.8163226058049,80.0,0.0,,Male,Yearly,,DSL,West,,No
20.0,4382.586848944528,212.62675700887021,8.0,3.0,1.0,Male,Yearly,Credit Card,Fiber,,Premium,
,,391.2809239884064,,12.0,,,,,Mobile,East,Standard,No
,930.7154998407277,240.7861879840439,47.0,7.0,3.0,Female,Yearly,UPI,Fiber,,,
28.0,606.3736372085137,251.28222681232057,17.0,12.0,1.0,Female,Quarterly,Credit Card,DSL,East,Basic,No
29.0,3388.871751994697,106.31665398335555,17.0,2.0,5.0,Female,Yearly,,,West,Basic,No
27.0,3231.9231623995133,297.60950011296563,,13.0,8.0,Male,,,DSL,East,,No
,2960.138357213315,97.13726938790722,90.0,0.0,,,,Net Banking,,South,Standard,Yes
33.0,,169.1245260382609,13.0,3.0,7.0,Female,Monthly,Credit Card,DSL,West,,No
25.0,2259.0769815748163,428.2399498018679,17.0,8.0,,Female,,,Fiber,,Standard,Yes
55.0,3175.1435083377787,107.50252555937334,38.0,,2.0,Male,Quarterly,,Mobile,,Premium,Yes
,2735.4508648662622,40.22335116084924,81.0,,1.0,Male,,Credit Card,Mobile,North,,No
41.0,4945.034840966993,39.15875834334407,112.0,,4.0,Female,Yearly,Credit Card,Fiber,North,Premium,No
45.0,1113.9788865052992,,78.0,13.0,,Female,Yearly,Credit Card,,,Basic,Yes
25.0,3628.150493214172,255.92561679110813,45.0,10.0,6.0,,Quarterly,Debit Card,Fiber,East,Standard,
45.0,2319.4344564693147,,6.0,1.0,,,Quarterly,UPI,Fiber,East,,
53.0,,,,8.0,8.0,Male,Quarterly,,Fiber,West,Standard,
43.0,3729.189945461793,418.73383431570545,110.0,1.0,1.0,Male,,Debit Card,Mobile,West,Basic,Yes
25.0,,169.43456139222428,,12.0,5.0,Female,Monthly,Net Banking,Fiber,East,Standard,Yes
,4960.651971659848,348.34093844952866,111.0,2.0,6.0,Male,Quarterly,,Mobile,West,Basic,Yes
45.0,,386.70579384668383,72.0,6.0,3.0,Female,Yearly,UPI,Fiber,East,,No
45.0,968.4934222287485,329.0520899986475,,2.0,5.0,,Monthly,Net Banking,Mobile,,Basic,No
54.0,3759.524677079335,80.03956202604918,15.0,,,Male,Yearly,UPI,Fiber,West,Standard,Yes
,3102.741126528841,438.5621263409432,54.0,,3.0,Female,Quarterly,UPI,,East,Standard,Yes
,1733.7229995191265,271.8518036043243,27.0,2.0,7.0,Male,Monthly,Debit Card,DSL,West,Premium,Yes
44.0,857.3871604504398,144.82385105315183,,8.0,8.0,,Quarterly,Net Banking,DSL,South,Premium,No
34.0,885.4621231839374,215.4879517916585,113.0,0.0,0.0,,Monthly,Debit Card,Fiber,West,,No
26.0,4523.858935988532,,,9.0,6.0,Male,Yearly,UPI,Fiber,East,Standard,Yes
50.0,,,117.0,2.0,8.0,Female,,UPI,Fiber,,Standard,Yes
,1955.1720295198434,383.94564150535115,35.0,0.0,9.0,Female,,UPI,Fiber,,,
30.0,1519.953810021446,5.00575920390624,60.0,,,Female,Monthly,Credit Card,DSL,East,Basic,No
45.0,,211.20008509873463,,11.0,1.0,Female,Monthly,,Mobile,North,Basic,Yes
65.0,,,69.0,7.0,9.0,Female,Quarterly,,Fiber,West,Basic,Yes
,2835.7690590872166,32.044037900481285,86.0,6.0,5.0,Female,Monthly,Debit Card,DSL,West,,
30.0,,486.67369067130477,58.0,1.0,6.0,Female,Quarterly,UPI,Fiber,South,,Yes
63.0,4101.604285200627,,,1.0,1.0,,Monthly,,Fiber,North,,Yes
52.0,1551.7043685969486,155.57836621995904,23.0,8.0,1.0,,,Debit Card,Mobile,,Premium,No
23.0,2930.053615720298,,,12.0,9.0,Male,Monthly,Debit Card,Fiber,East,Premium,No
,,119.0562477480882,34.0,12.0,9.0,Female,Yearly,Debit Card,Fiber,,Basic,No
68.0,3428.948160712374,5.729541932724151,26.0,5.0,0.0,Female,,Net Banking,Mobile,South,Basic,Yes
22.0,2898.310039481009,366.0256730735582,47.0,4.0,3.0,Male,Monthly,,Mobile,West,Basic,
64.0,1959.5018890191902,,5.0,9.0,6.0,Female,Quarterly,Credit Card,Mobile,North,Standard,Yes
,,116.02527422609731,90.0,5.0,8.0,Male,Monthly,UPI,Mobile,South,,No
19.0,3512.6912983918555,333.2083599426941,20.0,,2.0,,Monthly,,DSL,South,Premium,No
27.0,4973.6271254952535,372.238681844564,6.0,10.0,6.0,Male,Yearly,Debit Card,DSL,East,,Yes
47.0,3478.2763543222036,424.9705626498097,70.0,6.0,,Female,Monthly,Debit Card,DSL,West,,
,3010.025378165112,,59.0,14.0,6.0,Female,Quarterly,,Fiber,,,
62.0,,154.95079829201248,64.0,9.0,1.0,Female,Yearly,Credit Card,,South,,
,2593.4252552767316,166.0210913414004,,9.0,5.0,Male,Quarterly,Credit Card,Mobile,,Premium,Yes
,770.6405417035335,357.74755988376387,18.0,13.0,1.0,Male,Quarterly,,DSL,North,Standard,No
,3030.335671450594,409.30583592028984,,8.0,5.0,Male,Quarterly,,Fiber,South,,No
35.0,4809.313780274211,94.89891403951832,17.0,3.0,9.0,Female,Quarterly,,Fiber,,Basic,No
,1288.8632406094684,188.61579903809377,14.0,1.0,2.0,Male,Yearly,Net Banking,Fiber,,Premium,Yes
64.0,3605.0220086929958,451.46039739082926,78.0,,1.0,Male,,,DSL,,Premium,Yes
66.0,,404.31329224889595,13.0,7.0,5.0,Female,Quarterly,Credit Card,Fiber,West,Standard,Yes
28.0,2911.224580128866,,7.0,3.0,1.0,Male,Yearly,Net Banking,Fiber,West,Premium,
38.0,935.0440234102383,378.35288854262996,,12.0,,Male,Quarterly,Net Banking,Fiber,East,Standard,No
43.0,2526.669213161833,199.63162450882152,119.0,8.0,1.0,Female,Monthly,Debit Card,Mobile,East,,Yes
42.0,3902.7349800286074,297.36572782734567,15.0,14.0,2.0,,Yearly,Net Banking,DSL,East,,No
39.0,2064.0718590754195,332.20205585242354,19.0,14.0,2.0,Male,Yearly,Credit Card,Mobile,West,,No
44.0,,43.83562907697635,,3.0,5.0,Female,Monthly,Debit Card,Mobile,North,Basic,No
,4079.5248235537815,274.52599475641324,107.0,14.0,5.0,Male,Yearly,Net Banking,DSL,East,Standard,Yes
,4672.300187657537,356.11381009394177,111.0,7.0,,Female,Monthly,Debit Card,Mobile,South,Standard,No
50.0,1555.889368349541,87.82404548052489,108.0,8.0,,Male,Yearly,Net Banking,,East,,No
51.0,2296.9216211418866,391.4127001256508,35.0,12.0,2.0,Female,Yearly,UPI,Fiber,South,Basic,
58.0,1185.8720599868784,293.96752635448524,,,0.0,Male,Monthly,UPI,Fiber,West,Basic,Yes
52.0,4966.175759712689,476.34978392030933,35.0,9.0,6.0,Female,Monthly,Credit Card,,South,,
18.0,4671.504355659329,25.99903761241139,19.0,3.0,7.0,Female,,UPI,DSL,East,Premium,Yes
38.0,,136.33643808995615,20.0,0.0,1.0,Female,,UPI,Mobile,,Basic,Yes
,4289.149824693895,302.76917025341294,,14.0,,Female,Monthly,,Mobile,,Basic,
23.0,2844.31089772419,,35.0,2.0,9.0,Female,Monthly,Net Banking,Fiber,West,,
45.0,3306.135596012419,358.6399612152649,32.0,8.0,6.0,Female,Yearly,,Fiber,South,Premium,No
34.0,901.0599445220748,380.70761484835583,48.0,3.0,7.0,Female,Yearly,Debit Card,Mobile,West,,No
22.0,3898.7168922356354,55.74540221290486,44.0,4.0,0.0,,Yearly,Net Banking,,,Basic,No
48.0,1074.7106763585566,259.35795978235,,6.0,3.0,Male,,UPI,Mobile,North,,Yes
22.0,,256.90082501757263,24.0,,,Female,Yearly,Net Banking,Fiber,,Basic,No
55.0,,187.79398125669283,61.0,3.0,2.0,Female,,Credit Card,Fiber,East,,
